uid,resp_time,anxious,calm,conventional,critical,dependable,disorganized,enthusiastic,experiences,reserved,sympathetic,location
u43,2013-04-16 21:03:06,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,
u43,2013-04-13 05:23:30,1.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,
u43,2013-04-15 02:14:14,2.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,
u43,2013-04-17 21:42:14,2.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,
u44,2013-04-08 20:41:59,1.0,4.0,4,1.0,1.0,3.0,2.0,4.0,4.0,3,
u44,2013-04-09 01:14:45,1.0,4.0,4,1.0,1.0,5.0,4.0,2.0,2.0,3,
u44,2013-04-09 22:30:43,4.0,3.0,4,2.0,3.0,3.0,2.0,2.0,4.0,1,
u44,2013-04-10 00:32:31,4.0,3.0,5,1.0,1.0,4.0,2.0,1.0,3.0,1,
u44,2013-04-10 07:52:32,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,4.0,2,
u44,2013-04-11 02:34:22,4.0,4.0,4,2.0,3.0,3.0,2.0,3.0,4.0,3,
u44,2013-04-17 22:51:50,2.0,4.0,4,3.0,4.0,2.0,3.0,4.0,4.0,3,
u44,2013-04-12 00:21:19,3.0,4.0,4,2.0,2.0,4.0,3.0,2.0,4.0,2,
u44,2013-04-12 21:36:44,4.0,3.0,4,2.0,3.0,3.0,3.0,2.0,4.0,2,
u44,2013-04-16 21:40:03,2.0,3.0,4,2.0,2.0,2.0,2.0,2.0,4.0,4,
u44,2013-04-16 02:51:07,2.0,4.0,3,2.0,3.0,2.0,5.0,3.0,2.0,4,
u44,2013-04-29 19:57:04,2.0,4.0,4,2.0,2.0,4.0,2.0,4.0,4.0,4,"43.70907937,-72.2835377"
u44,2013-04-29 02:55:45,3.0,4.0,4,2.0,4.0,2.0,2.0,4.0,5.0,2,"43.69149444,-72.26930575"
u44,2013-04-29 17:26:21,3.0,4.0,4,2.0,4.0,2.0,2.0,4.0,4.0,3,"43.70907937,-72.2835377"
u44,2013-04-27 05:08:43,2.0,4.0,3,2.0,4.0,2.0,2.0,4.0,4.0,2,"43.69223254,-72.26690048"
u44,2013-04-25 23:03:05,2.0,4.0,4,2.0,2.0,2.0,4.0,2.0,3.0,3,"43.6920329,-72.26703169"
u44,2013-04-25 20:03:00,2.0,4.0,4,2.0,2.0,3.0,2.0,2.0,4.0,3,"43.69204021,-72.26704589"
u44,2013-04-28 00:30:06,3.0,2.0,2,2.0,4.0,3.0,2.0,3.0,4.0,null,Unknown
u44,2013-04-27 20:55:11,2.0,4.0,4,2.0,2.0,3.0,3.0,2.0,4.0,4,Unknown
u44,2013-04-29 04:30:25,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,4.0,3,"43.69193132,-72.26713925"
u44,2013-04-30 22:09:41,2.0,3.0,4,2.0,3.0,2.0,2.0,2.0,3.0,4,"43.69236154,-72.2671355"
u44,2013-04-30 08:16:09,4.0,2.0,null,4.0,4.0,3.0,2.0,3.0,3.0,1,"43.70686583,-72.28642543"
u44,2013-05-01 02:35:55,2.0,4.0,4,2.0,2.0,2.0,2.0,2.0,5.0,3,"43.69228097,-72.26707875"
u44,2013-05-02 02:46:56,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,4.0,3,"43.69226178,-72.26680454"
u44,2013-05-02 21:01:36,2.0,4.0,null,2.0,2.0,4.0,2.0,2.0,4.0,4,"43.7077776,-72.28626495"
u44,2013-05-15 00:55:50,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,4.0,3,"43.69175278,-72.26719117"
u44,2013-05-16 21:54:36,3.0,4.0,4,2.0,4.0,2.0,3.0,4.0,4.0,2,"43.69229577,-72.26673522"
u44,2013-05-05 18:54:54,2.0,4.0,5,2.0,2.0,3.0,2.0,2.0,4.0,5,"43.69191403,-72.26719854"
u44,2013-05-08 21:50:14,2.0,3.0,5,2.0,2.0,4.0,2.0,2.0,3.0,2,"43.69230186,-72.26682816"
u44,2013-05-09 06:08:49,3.0,1.0,2,4.0,1.0,5.0,5.0,4.0,1.0,3,"43.69230186,-72.26682816"
u44,2013-05-08 04:25:11,2.0,4.0,4,2.0,4.0,2.0,4.0,4.0,4.0,3,"43.69225186,-72.26702125"
u44,2013-05-12 04:31:16,2.0,3.0,4,2.0,2.0,4.0,4.0,2.0,4.0,4,"43.69228725,-72.26686018"
u44,2013-05-16 04:29:32,2.0,3.0,4,2.0,2.0,4.0,2.0,2.0,4.0,2,"43.69229581,-72.26675633"
u44,2013-05-13 23:04:36,2.0,4.0,null,2.0,4.0,2.0,2.0,2.0,5.0,2,"43.69227839,-72.26699842"
u44,2013-05-12 18:16:20,2.0,3.0,4,2.0,2.0,4.0,4.0,4.0,4.0,4,"43.69237933,-72.26651666"
u44,2013-05-06 20:11:19,4.0,2.0,null,4.0,3.0,2.0,4.0,4.0,3.0,2,"43.70691341,-72.28711558"
u44,2013-05-09 20:37:36,2.0,3.0,4,2.0,2.0,4.0,5.0,5.0,2.0,5,"43.69230186,-72.26682816"
u44,2013-05-15 20:29:39,3.0,3.0,4,2.0,2.0,4.0,4.0,2.0,4.0,2,"43.69211916,-72.26702376"
u44,2013-05-03 20:11:16,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,4.0,2,"43.70976741,-72.28416244"
u44,2013-05-06 06:00:52,1.0,5.0,5,2.0,2.0,5.0,5.0,3.0,1.0,5,"43.70697752,-72.28728895"
u44,2013-05-04 03:31:18,2.0,3.0,4,2.0,2.0,2.0,4.0,4.0,4.0,3,"43.69205369,-72.26669053"
u44,2013-05-05 22:42:41,2.0,4.0,4,2.0,4.0,2.0,2.0,4.0,4.0,2,"43.70747184,-72.2873165"
u44,2013-05-08 19:39:24,3.0,4.0,4,2.0,2.0,3.0,2.0,2.0,4.0,2,"43.69230186,-72.26682816"
u44,2013-05-09 17:39:56,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,4.0,4,"43.69230186,-72.26682816"
u44,2013-05-14 23:57:36,5.0,2.0,4,4.0,4.0,2.0,2.0,2.0,3.0,1,"43.69175278,-72.26719117"
u44,2013-05-16 18:42:39,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,5.0,3,"43.69229577,-72.26673522"
u44,2013-05-17 05:56:39,3.0,2.0,3,4.0,2.0,4.0,4.0,4.0,2.0,3,"43.69430156,-72.26583813"
u44,2013-05-15 02:16:06,4.0,2.0,4,4.0,4.0,2.0,2.0,4.0,4.0,2,"43.69175278,-72.26719117"
u44,2013-05-15 18:52:06,4.0,3.0,4,4.0,2.0,4.0,4.0,4.0,2.0,2,"43.70340225,-72.28785033"
u44,2013-05-19 01:47:40,2.0,4.0,4,2.0,4.0,2.0,2.0,4.0,4.0,2,"43.692126,-72.26679446"
u44,2013-05-18 03:10:45,4.0,2.0,null,2.0,2.0,4.0,2.0,4.0,4.0,4,"43.69222912,-72.26689915"
u44,2013-05-18 21:20:26,2.0,4.0,4,2.0,2.0,4.0,4.0,4.0,4.0,3,"43.692126,-72.26679446"
u44,2013-05-19 19:36:39,2.0,4.0,4,3.0,4.0,2.0,4.0,4.0,1.0,4,"43.69229367,-72.26694165"
u44,2013-05-20 01:03:13,2.0,4.0,4,2.0,2.0,4.0,2.0,2.0,5.0,2,"43.69219298,-72.26689427"
u44,2013-05-17 21:56:16,4.0,2.0,3,3.0,2.0,2.0,2.0,4.0,1.0,2,"43.69222912,-72.26689915"
u44,2013-05-18 00:15:50,2.0,3.0,4,2.0,2.0,4.0,2.0,2.0,4.0,2,"43.69222912,-72.26689915"
u44,2013-05-21 05:10:41,3.0,4.0,4,2.0,4.0,2.0,3.0,4.0,5.0,2,"43.69211344,-72.26691226"
u44,2013-05-21 06:48:54,2.0,4.0,4,2.0,4.0,2.0,2.0,2.0,4.0,2,"43.69216296,-72.26701332"
u44,2013-05-23 00:33:47,4.0,2.0,4,4.0,4.0,2.0,4.0,4.0,3.0,2,"43.69204241,-72.26714416"
u44,2013-05-24 01:05:37,4.0,4.0,4,2.0,4.0,2.0,2.0,4.0,3.0,2,"43.70408086,-72.28236722"
u46,2013-04-08 21:20:23,2.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,
u46,2013-04-16 22:44:18,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,
u47,2013-05-20 21:00:15,1.0,null,null,2.0,5.0,null,4.0,null,null,null,"43.68141381070018,-72.32206556014717"
u49,2013-04-08 21:37:08,1.0,5.0,2.0,1.0,5.0,1.0,2.0,5.0,5.0,2.0,
u49,2013-04-13 20:01:35,1.0,5.0,3.0,1.0,5.0,1.0,3.0,5.0,4.0,2.0,
u49,2013-04-14 22:06:42,1.0,3.0,2.0,1.0,4.0,2.0,5.0,5.0,2.0,2.0,
u49,2013-04-16 07:59:41,1.0,3.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,3.0,
u49,2013-04-18 04:40:26,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,
u49,2013-04-29 02:28:45,1.0,4.0,1.0,1.0,4.0,2.0,5.0,5.0,2.0,4.0,"43.707177085284,-72.29076125031246"
u49,2013-05-02 04:58:03,2.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0,4.0,3.0,"43.701542069812284,-72.28814110566113"
u49,2013-05-05 00:15:50,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,"43.70719778634742,-72.29060959750196"
u49,2013-05-13 02:53:31,1.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0,"43.62796792500033,-72.20812016235683"
u49,2013-05-10 20:08:58,2.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,"43.70578575320415,-72.28875349174373"
u49,2013-05-11 21:10:58,2.0,5.0,2.0,1.0,5.0,1.0,4.0,5.0,3.0,4.0,"42.33675249495341,-71.14773670332914"
u49,2013-05-05 06:04:15,1.0,4.0,2.0,1.0,5.0,3.0,4.0,5.0,2.0,3.0,"43.70719463449968,-72.29078116971876"
u49,2013-05-07 05:59:58,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,"43.7035966462642,-72.28889475367946"
u49,2013-05-16 01:15:13,1.0,5.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,"43.70715742871212,-72.2907408770181"
u49,2013-05-04 21:02:22,1.0,5.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,"43.70706217313784,-72.290619044666"
u49,2013-05-04 22:00:57,2.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,"43.707177072888065,-72.29092730930216"
u49,2013-05-10 07:56:45,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,"43.70707527510307,-72.29067710901317"
u49,2013-05-18 00:18:52,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,"43.70600375009001,-72.28871367120003"
u49,2013-05-19 00:59:45,3.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,"43.707141115502154,-72.29074458556516"
u49,2013-05-19 22:12:34,1.0,5.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,3.0,"43.70759989913937,-72.29089176410281"
u49,2013-05-18 06:34:28,1.0,5.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,2.0,"43.7071803391446,-72.29073719551904"
u49,2013-05-17 21:41:48,1.0,5.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,"43.70611266496034,-72.28856923567801"
u49,2013-05-20 02:03:38,2.0,5.0,2.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,"43.70708760216699,-72.2906677907121"
u49,2013-05-20 21:37:36,1.0,5.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,"43.70726994377907,-72.29067645819752"
u49,2013-05-23 04:03:15,1.0,5.0,2.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,"43.70665972786575,-72.28664143953979"
u49,2013-05-24 07:56:25,1.0,5.0,3.0,1.0,5.0,2.0,4.0,5.0,3.0,2.0,"43.70705546477196,-72.29062002318801"
u49,2013-05-31 07:52:22,2.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,"43.7072259238806,-72.29061095852634"
u50,2013-04-08 23:34:39,2.0,4,3,3.0,4,2,3,3,3,4,
u50,2013-04-09 21:56:44,1.0,4,3,2.0,2,2,2,2,1,4,
u51,2013-04-08 21:12:48,2.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,
u51,2013-04-15 23:16:59,2.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,
u51,2013-04-17 23:55:32,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,
u52,2013-04-08 21:51:06,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,
u52,2013-04-16 20:00:17,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,
u52,2013-04-17 20:04:09,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,
u53,2013-04-09 09:06:44,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,
u53,2013-04-13 22:54:41,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,
u53,2013-05-16 00:11:39,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,"43.70550264,-72.28311041"
u53,2013-05-18 00:27:02,2.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,"43.70561082,-72.28332157"
u54,2013-04-17 20:05:27,5.0,1,5,1.0,1,3,1,2,5,3,
u56,2013-04-08 22:41:34,1.0,4,3,1.0,2,3,1,1,5,1,
u56,2013-04-09 02:17:13,1.0,5,3,1.0,1,3,1,3,5,2,
u56,2013-04-10 18:47:41,1.0,4,3,1.0,2,3,3,2,3,4,
u56,2013-04-17 21:18:15,1.0,4,4,1.0,2,2,1,1,5,2,
u57,2013-04-17 20:09:41,4.0,2.0,3,5.0,3.0,3.0,1.0,2.0,2.0,1.0,
u57,2013-04-12 05:03:42,1.0,4.0,3,1.0,3.0,2.0,2.0,3.0,4.0,3.0,
u57,2013-04-16 20:05:30,2.0,4.0,null,1.0,4.0,3.0,3.0,3.0,3.0,2.0,
u57,2013-04-13 06:04:46,2.0,4.0,3,1.0,3.0,2.0,4.0,3.0,4.0,3.0,
u57,2013-05-15 00:59:20,2.0,3.0,3,1.0,3.0,1.0,4.0,4.0,3.0,4.0,"43.70202283,-72.28836255"
u57,2013-05-08 17:57:09,1.0,5.0,3,1.0,5.0,2.0,3.0,3.0,4.0,3.0,"43.70767843,-72.28476978"
u58,2013-04-08 22:28:19,5.0,1.0,2,4.0,5.0,1.0,1.0,4.0,5.0,2.0,
u58,2013-04-17 20:05:59,5.0,1.0,2,5.0,5.0,2.0,1.0,4.0,5.0,5.0,
u58,2013-04-14 21:04:52,5.0,2.0,1,5.0,5.0,1.0,4.0,5.0,5.0,3.0,
u58,2013-04-17 02:32:38,5.0,1.0,1,5.0,2.0,1.0,5.0,5.0,1.0,4.0,
u58,2013-04-26 20:35:25,1.0,1.0,1,5.0,5.0,1.0,5.0,5.0,5.0,3.0,"43.70605151,-72.28333334"
u58,2013-04-29 16:02:24,4.0,1.0,4,4.0,4.0,4.0,1.0,1.0,5.0,3.0,"43.70601124,-72.28339159"
u58,2013-04-29 05:20:02,5.0,1.0,1,4.0,5.0,1.0,5.0,5.0,1.0,1.0,"43.70613319,-72.28330147"
u58,2013-05-11 01:59:56,4.0,1.0,3,5.0,5.0,4.0,1.0,1.0,5.0,2.0,"43.70608111,-72.28341138"
u58,2013-05-11 18:12:36,3.0,2.0,1,1.0,3.0,1.0,5.0,5.0,1.0,3.0,"43.70609508,-72.28335958"
u58,2013-05-17 01:49:12,2.0,3.0,null,3.0,4.0,1.0,5.0,4.0,4.0,4.0,"43.63580557,-72.31748224"
u58,2013-05-16 01:23:10,5.0,1.0,1,5.0,5.0,1.0,3.0,5.0,1.0,2.0,"43.70619613,-72.28324775"
u58,2013-05-18 22:15:52,4.0,2.0,1,1.0,4.0,1.0,5.0,5.0,5.0,5.0,"43.70364918,-72.30195076"
u58,2013-05-18 00:05:00,4.0,3.0,4,3.0,1.0,4.0,1.0,3.0,5.0,4.0,"43.70617752,-72.28337798"
u58,2013-05-28 07:44:08,4.0,1.0,3,1.0,3.0,1.0,5.0,5.0,1.0,5.0,"43.70611541,-72.28338673"
u59,2013-04-08 06:01:14,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,
u59,2013-04-08 17:57:14,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,
u59,2013-04-08 18:45:00,2.0,4.0,1.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,
u59,2013-04-08 21:37:53,2.0,4.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,
u59,2013-04-10 02:55:31,2.0,5.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,5.0,
u59,2013-04-12 01:43:23,2.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,
u59,2013-04-10 09:48:04,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,
u59,2013-04-11 09:59:47,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,
u59,2013-04-13 01:05:59,2.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,5.0,
u59,2013-04-14 00:10:15,2.0,5.0,2.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,
u59,2013-04-14 20:05:54,2.0,5.0,2.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,
u59,2013-04-16 00:18:02,2.0,5.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,
u59,2013-04-26 04:36:51,2.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,5.0,3.0,"43.705345443449914,-72.29143733158708"
u59,2013-04-27 22:08:59,2.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,Unknown
u59,2013-04-26 08:18:47,2.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0,2.0,3.0,"43.705437812022865,-72.29115846566856"
u59,2013-04-26 21:41:22,3.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,"43.70548462495208,-72.29094330221415"
u59,2013-04-29 08:15:02,3.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,5.0,3.0,"43.706689733080566,-72.28658253327012"
u59,2013-04-30 19:04:59,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,"43.70579710230231,-72.29083056561649"
u59,2013-05-03 06:13:28,2.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,"43.70568541344255,-72.29091857559979"
u59,2013-05-05 20:57:04,1.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,"43.70551781728864,-72.29054197669029"
u59,2013-05-07 02:31:00,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,"43.70292986277491,-72.29096920229495"
u59,2013-05-11 17:34:52,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,"33.640457787550986,-84.43516655825078"
u59,2013-05-07 16:58:38,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,"43.705429220572114,-72.29127271100879"
u59,2013-05-15 06:02:57,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,Unknown
u59,2013-05-12 12:08:40,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,"29.90291280671954,-90.0272652413696"
u59,2013-05-18 21:06:37,2.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,"43.70495073962957,-72.29194125160575"
u59,2013-05-21 18:56:46,1.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,"43.70674258098006,-72.287409408018"
u59,2013-05-22 06:49:12,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,"43.70286435820162,-72.28974292986095"
u59,2013-05-23 00:04:29,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,"43.705720701254904,-72.29104246012866"
u59,2013-05-29 02:02:21,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,Unknown
u59,2013-05-31 09:58:33,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,Unknown
u59,2013-05-27 08:45:00,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,"43.705510566942394,-72.29118637740612"
u59,2013-05-26 19:17:45,1.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,3.0,"43.705819859169424,-72.29087230749428"
u59,2013-05-27 19:49:34,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,"43.70550733990967,-72.2909749019891"
u59,2013-05-30 16:14:46,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,"43.705530599690974,-72.29089292697608"
u59,2013-05-31 18:11:51,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,"43.70569061022252,-72.2908440604806"
u59,2013-06-05 07:16:19,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,"29.90292952861637,-90.02738744951785"
u59,2013-06-02 21:33:21,2.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,"29.902838333509862,-90.02745215781033"
u59,2013-06-03 03:48:26,1.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,"29.902932504191995,-90.02747026272118"
