uid,resp_time,course_id,due,experience,hours,location
u31,2013-04-04 22:01:19,cs77,2.0,3.0,3.0,"43.70544521,-72.28666208"
u31,2013-04-06 22:44:54,cs65,2.0,5.0,1.0,"43.68076836,-72.29354168"
u31,2013-04-11 00:02:41,cs77,2.0,4.0,11.0,"43.70752443,-72.28535807"
u31,2013-04-12 00:16:58,cs77,2.0,2.0,11.0,"43.70704622,-72.28681936"
u32,2013-04-03 21:40:53,math23,2.0,4.0,3.0,"43.70654748,-72.28919801"
u32,2013-04-01 22:31:00,math23,2.0,1.0,1.0,"43.70574271,-72.28946233"
u32,2013-04-01 19:10:55,cs65,2.0,3.0,2.0,"43.70819533,-72.28464859"
u32,2013-04-03 23:30:48,cs60,2.0,2.0,1.0,"43.70367648,-72.29094557"
u32,2013-04-02 20:59:35,cs65,2.0,3.0,3.0,"43.7032657,-72.29045059"
u32,2013-04-02 21:57:32,math23,2.0,4.0,1.0,"43.7032657,-72.29045059"
u32,2013-04-03 02:19:34,cs69,1.0,1.0,3.0,"43.70348694,-72.29093353"
u32,2013-04-03 19:45:44,cs65,2.0,3.0,3.0,"43.70371584,-72.2909896"
u32,2013-04-04 20:50:24,cs65,2.0,3.0,1.0,"43.70584223,-72.29075364"
u32,2013-04-05 09:25:53,cs69,1.0,1.0,4.0,"43.70584223,-72.29075364"
u32,2013-04-08 22:54:04,math23,2.0,4.0,1.0,"43.7079626,-72.2845068"
u32,2013-04-05 20:34:45,cs65,2.0,1.0,1.0,"43.70665195,-72.28627345"
u32,2013-04-05 22:52:24,cs60,2.0,3.0,1.0,"43.70614862,-72.28934977"
u32,2013-04-05 21:40:11,math23,1.0,5.0,6.0,"43.70614862,-72.28934977"
u32,2013-04-08 19:12:33,cs65,1.0,3.0,5.0,"43.70833514,-72.28446068"
u32,2013-04-08 22:54:28,cs60,2.0,1.0,1.0,"43.70826063,-72.28421526"
u32,2013-04-15 21:37:19,math23,2.0,1.0,1.0,"43.70635829,-72.28923585"
u32,2013-04-12 09:27:35,cs69,1.0,1.0,8.0,"43.70845191,-72.28419384"
u32,2013-04-09 23:07:23,cs65,1.0,3.0,3.0,"43.70826063,-72.28421526"
u32,2013-04-10 02:07:56,math23,2.0,1.0,1.0,"43.70826063,-72.28421526"
u32,2013-04-10 04:33:48,cs69,2.0,3.0,8.0,"43.70340811,-72.29061712"
u32,2013-04-10 19:12:12,cs65,2.0,3.0,1.0,"43.70827877,-72.28438588"
u32,2013-04-10 22:09:08,math23,2.0,4.0,2.0,"43.70827877,-72.28438588"
u32,2013-04-10 22:57:27,cs60,2.0,3.0,1.0,"43.70827877,-72.28438588"
u32,2013-04-15 19:12:27,cs65,1.0,4.0,9.0,"43.71713165,-72.27145544"
u32,2013-04-11 22:51:56,cs65,2.0,3.0,1.0,"43.70845191,-72.28419384"
u32,2013-04-12 19:30:00,cs65,2.0,3.0,1.0,"43.71906267,-72.27262809"
u32,2013-04-12 21:45:41,math23,1.0,1.0,6.0,"43.7062746,-72.28944936"
u32,2013-04-16 00:43:00,cs60,2.0,3.0,1.0,"43.70635749,-72.28923654"
u32,2013-04-17 04:46:48,cs69,2.0,1.0,2.0,"43.70285908,-72.29002745"
u32,2013-04-17 00:16:33,cs65,1.0,3.0,3.0,"43.70710027,-72.28737661"
u32,2013-04-17 00:17:19,math23,2.0,4.0,5.0,"43.70710027,-72.28737661"
u32,2013-04-17 22:06:11,math23,1.0,4.0,10.0,"43.70261834,-72.28972009"
u32,2013-04-17 19:04:49,cs65,2.0,1.0,1.0,"43.70285908,-72.29002745"
u32,2013-04-18 20:58:15,cs65,2.0,1.0,1.0,Unknown
u32,2013-04-19 22:09:27,math23,1.0,1.0,2.0,"43.70300607,-72.29026873"
u32,2013-04-19 22:51:07,cs60,2.0,3.0,1.0,"43.70300607,-72.29026873"
u32,2013-04-19 20:13:30,cs65,2.0,1.0,1.0,"43.70300607,-72.29026873"
u32,2013-04-26 00:13:10,cs65,2.0,1.0,1.0,"43.70608389,-72.29104393"
u32,2013-04-22 21:43:09,math23,2.0,1.0,1.0,"43.7031993,-72.2904444"
u32,2013-04-22 21:13:10,cs65,1.0,1.0,12.0,"43.7031993,-72.2904444"
u32,2013-04-22 22:51:19,cs60,2.0,1.0,1.0,"43.7031993,-72.2904444"
u32,2013-04-23 20:53:49,cs65,1.0,1.0,3.0,"43.70635966,-72.28846146"
u32,2013-04-23 21:58:38,math23,2.0,5.0,1.0,"43.70635966,-72.28846146"
u32,2013-04-26 04:19:10,cs69,1.0,1.0,7.0,"43.70608389,-72.29104393"
u32,2013-04-26 19:06:06,cs65,2.0,1.0,1.0,"43.70608389,-72.29104393"
u32,2013-04-29 19:06:33,cs65,1.0,3.0,12.0,"43.70894401,-72.28431547"
u32,2013-04-30 23:24:15,math23,2.0,4.0,1.0,"43.47216071,-71.99885894"
u32,2013-05-01 03:42:09,cs69,2.0,1.0,5.0,"43.47216071,-71.99885894"
u32,2013-05-01 21:44:54,math23,2.0,4.0,4.0,"43.70211393,-72.28994529"
u32,2013-05-01 19:17:42,cs65,2.0,1.0,2.0,"43.47216071,-71.99885894"
u32,2013-05-03 07:38:39,cs69,2.0,1.0,6.0,"43.70211393,-72.28994529"
u32,2013-05-04 04:57:40,cs65,2.0,1.0,1.0,"43.70633694,-72.29112078"
u32,2013-05-10 03:12:31,cs69,1.0,3.0,6.0,"43.70651717,-72.2879345"
u32,2013-05-10 18:50:53,cs65,1.0,1.0,6.0,"43.719082,-72.2724696"
u32,2013-05-10 21:37:45,math23,1.0,4.0,8.0,"43.719082,-72.2724696"
u32,2013-05-04 04:57:40,math23,1.0,4.0,6.0,"43.70633694,-72.29112078"
u32,2013-05-08 19:14:10,cs65,2.0,5.0,1.0,"43.7089232,-72.28415444"
u32,2013-05-08 21:43:55,math23,2.0,4.0,1.0,"43.7089232,-72.28415444"
u32,2013-05-22 02:19:09,math23,2.0,4.0,1.0,"43.70680906,-72.28749051"
u33,2013-03-29 00:03:49,CS65,2.0,1.0,2.0,Unknown
u33,2013-03-30 00:31:05,CS65,2.0,3.0,3.0,"43.70360724,-72.29640518"
u33,2013-03-31 02:42:50,ENGS93,2.0,1.0,1.0,"43.7037725,-72.29602645"
u33,2013-04-03 22:09:25,ENGS93,1.0,1.0,6.0,"43.70799826,-72.28495732"
u33,2013-04-03 22:56:06,ENGS25,1.0,3.0,5.0,"43.70799826,-72.28495732"
u33,2013-04-01 19:05:36,CS65,1.0,1.0,1.0,"43.70857509,-72.28453841"
u33,2013-04-02 01:22:58,ENGS93,2.0,4.0,1.0,"43.70455321,-72.29195283"
u33,2013-04-02 01:23:09,ENGS25,2.0,3.0,1.0,"43.70371798,-72.29605868"
u33,2013-04-03 22:09:04,CS65,2.0,3.0,3.0,"43.70799826,-72.28495732"
u33,2013-04-04 21:57:46,CS65,2.0,3.0,1.0,"43.70378631,-72.29590104"
u33,2013-04-05 23:02:17,ENGS25,2.0,3.0,1.0,"43.7058539,-72.28945952"
u33,2013-04-05 22:03:28,ENGS93,2.0,3.0,1.0,"43.70148828,-72.28937515"
u33,2013-04-05 19:16:57,CS65,2.0,3.0,2.0,"43.70274179,-72.28911003"
u33,2013-04-08 19:29:40,CS65,1.0,2.0,11.0,"43.70711139,-72.28597263"
u33,2013-04-08 23:10:13,ENGS25,2.0,4.0,1.0,"43.70487736,-72.29204865"
u33,2013-04-08 21:31:05,ENGS93,2.0,1.0,2.0,"43.70220819,-72.28927939"
u33,2013-04-15 20:33:04,CS65,1.0,3.0,10.0,"43.70369666,-72.29597969"
u33,2013-04-10 22:10:18,ENGS93,1.0,1.0,7.0,"43.70332015,-72.29598121"
u33,2013-04-10 23:07:50,ENGS25,1.0,1.0,10.0,"43.70589943,-72.28947338"
u33,2013-04-12 23:08:03,ENGS25,1.0,4.0,3.0,"43.70403496,-72.2946836"
u33,2013-04-10 20:03:41,CS65,2.0,1.0,3.0,"43.70332015,-72.29598121"
u33,2013-04-11 20:56:22,CS65,2.0,3.0,3.0,"43.70730744,-72.28556254"
u33,2013-04-12 21:36:40,ENGS93,2.0,3.0,2.0,"43.70368617,-72.29580241"
u33,2013-04-15 23:11:35,ENGS25,2.0,3.0,1.0,"43.70369666,-72.29597969"
u33,2013-04-15 22:36:04,ENGS93,2.0,4.0,1.0,"43.70369666,-72.29597969"
u33,2013-04-17 20:40:06,CS65,2.0,3.0,1.0,"43.70342539,-72.29594334"
u33,2013-04-17 23:40:12,ENGS93,1.0,4.0,7.0,"43.70351032,-72.29612362"
u33,2013-04-17 23:40:23,ENGS25,2.0,1.0,1.0,"43.70351032,-72.29612362"
u33,2013-04-18 20:55:35,CS65,2.0,3.0,2.0,"43.70746347,-72.28509434"
u33,2013-04-18 20:55:10,CS65,2.0,3.0,2.0,"43.70746347,-72.28509434"
u33,2013-04-19 21:34:33,ENGS93,2.0,3.0,2.0,"43.70397174,-72.29553785"
u33,2013-04-19 22:49:22,ENGS25,1.0,1.0,6.0,"43.70397174,-72.29553785"
u33,2013-04-30 07:22:06,ENGS25,2.0,1.0,1.0,"43.70489616,-72.29364769"
u33,2013-04-30 07:21:50,ENGS93,2.0,1.0,1.0,"43.70497176,-72.29340555"
u33,2013-05-13 22:27:40,ENGS93,2.0,4.0,5.0,"43.70416591,-72.29582511"
u33,2013-05-04 06:21:12,ENGS25,2.0,4.0,5.0,"43.70583433,-72.28880318"
u33,2013-05-04 06:21:11,ENGS93,1.0,3.0,8.0,"43.70583433,-72.28880318"
u33,2013-05-13 22:27:25,CS65,2.0,3.0,5.0,"43.70416591,-72.29582511"
u33,2013-05-30 02:21:30,CS65,1.0,3.0,12.0,Unknown
u34,2013-04-02 23:17:01,CS170,2.0,1.0,1.0,"43.70788571,-72.28460181"
u34,2013-04-01 18:24:09,CS65,2.0,3.0,3.0,"43.70878824,-72.28328871"
u34,2013-04-03 18:16:38,CS65,2.0,3.0,2.0,"43.71710059,-72.3083916"
u35,2013-03-29 04:21:17,cs77,2.0,3.0,3.0,"43.70550357,-72.28323518"
u35,2013-03-30 00:37:18,cs77,2.0,1.0,3.0,"43.70787552,-72.28482605"
u35,2013-03-31 01:52:57,no class,2.0,1.0,5.0,"43.70539776,-72.28313216"
u35,2013-04-01 19:25:21,cs165,1.0,1.0,4.0,"43.70806959,-72.28480897"
u35,2013-04-05 23:30:29,cs165,2.0,3.0,6.0,"43.70108441,-72.28807194"
u35,2013-04-09 00:05:26,cs165,1.0,3.0,3.0,"43.53959054,-72.38995452"
u35,2013-04-11 00:05:28,cs65,2.0,4.0,4.0,"43.70410839,-72.29042107"
u35,2013-04-12 20:52:48,cs165,2.0,1.0,1.0,"43.7032067,-72.29080808"
u35,2013-04-16 02:05:42,cs165,1.0,3.0,5.0,Unknown
u35,2013-04-18 00:23:32,cs165,2.0,1.0,6.0,"43.7077701,-72.28363396"
u35,2013-04-19 19:25:51,cs165,2.0,1.0,3.0,"43.70694392,-72.28313593"
u35,2013-04-29 22:04:39,cs165,2.0,1.0,5.0,"43.70462528,-72.30440054"
u35,2013-05-07 00:04:14,network,2.0,3.0,12.0,"43.70696392,-72.28734398"
u36,2013-04-01 00:02:18,cs65,2.0,3.0,6.0,"43.70676475,-72.28712041"
u36,2013-04-02 23:14:53,cs65,2.0,1.0,1.0,"43.70684682,-72.28702992"
u36,2013-04-02 01:26:26,cs65,2.0,1.0,4.0,"43.70647464,-72.28689856"
u36,2013-04-03 22:09:03,cs65,2.0,1.0,1.0,"43.70671309,-72.28686909"
u36,2013-04-04 22:33:52,cs65,2.0,1.0,1.0,"43.70657564,-72.28707547"
u36,2013-04-05 22:05:58,cs65,2.0,1.0,12.0,"43.70648263,-72.28685563"
u36,2013-04-09 00:38:50,cs65,2.0,1.0,7.0,"43.70677147,-72.28707347"
u36,2013-04-15 23:17:31,CS297,1.0,3.0,12.0,"43.70655534,-72.28702434"
u36,2013-04-10 01:00:09,cs65,2.0,1.0,6.0,"43.70647121,-72.28707721"
u36,2013-04-11 01:04:06,CS297,2.0,3.0,12.0,"43.70673343,-72.28672849"
u36,2013-04-12 00:04:37,CS297,1.0,3.0,12.0,"43.70678726,-72.28706171"
u36,2013-04-14 00:25:56,CS297,2.0,1.0,12.0,"43.70691067,-72.28670488"
u36,2013-04-13 00:34:58,CS297,2.0,1.0,12.0,"43.70659406,-72.28704229"
u36,2013-04-16 00:12:22,CS297,1.0,3.0,12.0,Unknown
u36,2013-04-18 00:06:01,CS297,1.0,3.0,12.0,"43.65177507,-72.31008393"
u36,2013-04-18 17:40:36,CS297,1.0,1.0,12.0,"43.65156131,-72.30974714"
u36,2013-04-20 05:19:38,CS297,1.0,3.0,12.0,Unknown
u36,2013-04-22 21:14:51,CS297,2.0,1.0,4.0,"37.33347414,-121.90347824"
u36,2013-04-24 03:46:15,CS297,2.0,3.0,3.0,"37.33933349,-122.0390594"
u36,2013-04-25 03:00:25,CS297,2.0,1.0,3.0,"37.33932807,-122.03905765"
u39,2013-04-02 20:54:55,cs70,2.0,3.0,3.0,Unknown
u39,2013-04-10 03:45:47,cs170,1.0,1.0,1.0,Unknown
u39,2013-04-10 04:24:43,,2.0,1.0,1.0,"43.70657715,-72.28645985"
u39,2013-04-10 03:45:44,,2.0,1.0,1.0,"43.70657715,-72.28645985"
u39,2013-04-10 04:24:45,cs170,1.0,1.0,1.0,Unknown
u39,2013-04-13 06:05:01,,2.0,1.0,1.0,"43.65161386,-72.31003509"
u39,2013-04-16 04:21:11,,2.0,1.0,1.0,"43.7008617,-72.28950786"
u39,2013-04-25 20:32:13,,2.0,1.0,1.0,"43.70691563,-72.28615388"
u41,2013-03-29 21:39:08,"SPAN
2",2.0,1.0,2.0,"43.7039835,-72.28589738"
u41,2013-03-29 21:38:36,Cs50,2.0,1.0,3.0,"43.7039835,-72.28589738"
u41,2013-03-29 21:41:02,CS50,2.0,1.0,1.0,"43.7039835,-72.28589738"
u41,2013-04-10 01:40:55,CS50,2.0,4.0,1.0,Unknown
u41,2013-04-12 00:31:09,CS65,2.0,1.0,3.0,"43.70525445,-72.2884545"
u41,2013-04-11 00:51:06,SPAN2,2.0,3.0,1.0,"43.70367091,-72.28590427"
u41,2013-04-20 01:14:10,CS65,2.0,1.0,3.0,Unknown
u42,2013-04-02 12:10:04,cs165,1.0,2.0,2.0,"43.69958568,-72.28346581"
u42,2013-04-02 23:55:54,cs77,1.0,3.0,1.0,"43.64981203,-72.31113288"
u42,2013-04-03 22:15:14,cs165,2.0,2.0,1.0,"43.62834565,-72.3223213"
u42,2013-04-04 23:30:17,cs170,2.0,3.0,3.0,Unknown
u42,2013-04-05 22:36:05,cs165,2.0,3.0,1.0,"43.70551056,-72.28806837"
u42,2013-04-11 04:56:43,cs165,2.0,3.0,1.0,"43.70901904,-72.28357213"
u42,2013-04-13 00:12:34,cs65,2.0,3.0,1.0,"43.65866189,-72.24880912"
u42,2013-04-16 00:27:09,cs65,1.0,3.0,1.0,"43.65842615,-72.2485696"
u42,2013-04-18 19:44:24,cs65,2.0,1.0,1.0,"43.65853839,-72.24881437"
u43,2013-04-02 00:04:25,cs65,1.0,3.0,5.0,"43.70660194,-72.28760119"
u43,2013-04-02 00:04:44,engs31,2.0,3.0,5.0,"43.70660194,-72.28760119"
u43,2013-04-03 02:33:31,engs31 lab,1.0,3.0,3.0,"43.70574918,-72.29112146"
u43,2013-04-03 19:07:09,cs65 smartphone,2.0,3.0,3.0,"43.70566059,-72.29130704"
u43,2013-04-02 21:20:47,engs31,1.0,3.0,3.0,"43.70546977,-72.29153142"
u43,2013-04-03 21:34:25,engs31,2.0,2.0,4.0,"43.70566059,-72.29130704"
u43,2013-04-03 22:04:58,engs31,2.0,2.0,5.0,"43.70566059,-72.29130704"
u43,2013-04-04 03:20:49,vs 65 section,2.0,3.0,1.0,"43.70619631,-72.28823087"
u43,2013-04-04 20:51:46,cs65,2.0,2.0,2.0,"43.70619631,-72.28823087"
u43,2013-04-04 22:02:54,cs65,2.0,2.0,2.0,"43.7056412,-72.29070799"
u43,2013-04-05 22:15:00,engs31,2.0,3.0,4.0,"43.70553772,-72.29041241"
u43,2013-04-05 20:47:49,cs65,2.0,3.0,6.0,"43.70553772,-72.29041241"
u43,2013-04-08 23:28:04,engs31,2.0,3.0,2.0,"43.70560342,-72.29137243"
u43,2013-04-08 19:08:09,cs65,1.0,3.0,5.0,"43.70560342,-72.29137243"
u43,2013-04-09 21:54:09,engs31,1.0,3.0,6.0,"43.70566653,-72.29162127"
u43,2013-04-11 20:52:43,cs65,2.0,3.0,2.0,"43.70349928,-72.29089432"
u43,2013-04-10 03:00:07,engs31 lab,1.0,3.0,3.0,"43.70566653,-72.29162127"
u43,2013-04-10 19:07:30,cs65,2.0,3.0,2.0,"43.70565468,-72.29149208"
u43,2013-04-11 00:04:04,engs31,2.0,3.0,5.0,"43.70509139,-72.29220315"
u43,2013-04-12 00:57:01,cs65,2.0,3.0,3.0,"43.70234665,-72.28813935"
u43,2013-04-12 19:08:45,cs65,2.0,2.0,4.0,"43.70234665,-72.28813935"
u43,2013-04-13 00:02:39,engs31,2.0,1.0,3.0,"43.70234665,-72.28813935"
u43,2013-04-18 22:34:08,cs65,2.0,3.0,4.0,"43.70577871,-72.29093135"
u43,2013-04-15 21:21:54,engs31,2.0,3.0,2.0,Unknown
u43,2013-04-16 00:31:08,engs31,2.0,3.0,2.0,Unknown
u43,2013-04-17 23:23:54,engs31,2.0,3.0,7.0,"43.70523224,-72.29210557"
u43,2013-04-17 19:06:05,cs65,2.0,3.0,2.0,"43.70586692,-72.29117574"
u43,2013-04-18 00:15:59,engs31,2.0,3.0,7.0,"43.70571117,-72.29155141"
u43,2013-04-22 02:18:32,cs65,2.0,3.0,4.0,"43.16724021,-71.52684256"
u43,2013-04-22 02:18:33,engs31,2.0,3.0,3.0,"44.18328959,-69.83229159"
u43,2013-04-25 20:51:44,cs65,2.0,3.0,2.0,Unknown
u43,2013-04-24 23:12:53,,2.0,1.0,1.0,"43.70568133,-72.29134343"
u43,2013-04-26 20:34:34,cs65,2.0,3.0,2.0,"43.70566341,-72.29149906"
u43,2013-05-01 18:56:49,cs65,2.0,2.0,9.0,"43.70546467,-72.29120503"
u44,2013-04-03 23:02:29,cs60,2.0,2.0,3.0,"43.6971777,-72.28080395"
u44,2013-04-03 19:09:35,cs65,2.0,3.0,2.0,"43.70743771,-72.2862709"
u44,2013-04-04 21:41:55,cs60 xhour,2.0,1.0,3.0,"43.69706014,-72.28055451"
u44,2013-04-05 19:05:56,cs65,2.0,2.0,3.0,"43.70956983,-72.2828589"
u44,2013-04-05 22:52:59,cs60,2.0,2.0,8.0,"43.70956983,-72.2828589"
u44,2013-04-08 19:27:35,cs65,1.0,3.0,6.0,"43.69304677,-72.26666278"
u44,2013-04-08 22:50:09,cs60,1.0,3.0,7.0,"43.69219771,-72.26725631"
u44,2013-04-10 19:13:34,cs65,2.0,3.0,2.0,"43.70905522,-72.28367829"
u44,2013-04-12 00:21:01,cs60,2.0,3.0,3.0,"43.70752065,-72.28669805"
u44,2013-04-10 23:02:35,cs60,2.0,1.0,3.0,"43.70905522,-72.28367829"
u44,2013-04-17 22:52:10,cs60,2.0,3.0,2.0,"43.70968672,-72.28395597"
u44,2013-04-12 19:29:27,cs65,2.0,3.0,2.0,"43.69213022,-72.27010971"
u44,2013-04-12 23:19:10,cs60,2.0,1.0,3.0,"43.69213022,-72.27010971"
u44,2013-04-15 22:51:07,cs60,1.0,3.0,12.0,"43.70741846,-72.28641464"
u44,2013-04-17 19:05:52,cs60,2.0,1.0,6.0,"43.70968672,-72.28395597"
u44,2013-04-19 19:04:25,cs65,2.0,3.0,2.0,"43.70982734,-72.28287682"
u44,2013-04-19 22:50:33,cs60,2.0,2.0,4.0,"43.70311929,-72.28220394"
u44,2013-04-26 23:55:01,cs60,2.0,3.0,7.0,"43.7069105,-72.28675521"
u44,2013-04-22 22:52:09,cs60,1.0,1.0,12.0,"43.70957133,-72.28436521"
u44,2013-04-22 19:20:03,cs65,1.0,1.0,6.0,"43.70957133,-72.28436521"
u44,2013-04-26 19:08:23,cs65,2.0,3.0,3.0,"43.70924953,-72.28306718"
u44,2013-04-29 22:50:37,cs60,1.0,3.0,12.0,"43.70907937,-72.2835377"
u44,2013-05-01 22:49:17,cs60,2.0,3.0,2.0,"43.70760249,-72.286058"
u44,2013-05-01 19:06:11,cs65,2.0,3.0,12.0,"43.70958087,-72.28404203"
u44,2013-05-06 22:44:12,cs60,2.0,3.0,1.0,"43.70691341,-72.28711558"
u44,2013-05-08 18:57:49,cs65,2.0,3.0,5.0,"43.69230186,-72.26682816"
u44,2013-05-15 18:52:20,cs65,1.0,1.0,1.0,"43.6922359,-72.26676312"
u44,2013-05-09 22:06:33,cs60,2.0,3.0,2.0,"43.70914765,-72.28352116"
u44,2013-05-03 19:02:13,cs65,2.0,1.0,2.0,"43.70976741,-72.28416244"
u44,2013-05-03 22:54:43,renesys,2.0,3.0,1.0,"43.70976741,-72.28416244"
u45,2013-04-04 00:50:56,CS65,2.0,1.0,3.0,"43.70797014,-72.28385447"
u45,2013-04-02 10:42:52,cs65,1.0,2.0,5.0,"43.70714984,-72.2865919"
u45,2013-04-03 08:22:10,cs77,1.0,1.0,4.0,"43.70526192,-72.28667636"
u45,2013-04-12 02:33:41,cs65,2.0,3.0,2.0,"43.70804291,-72.28498053"
u45,2013-04-11 00:49:15,cs65,2.0,3.0,5.0,"43.70788803,-72.28458844"
u45,2013-04-13 00:12:18,cs65,2.0,1.0,4.0,"43.70804117,-72.28498155"
u46,2013-04-03 22:09:21,CS50,2.0,4.0,1.0,"43.70675529,-72.28728531"
u46,2013-04-01 21:50:26,CS50,1.0,3.0,4.0,"43.7044068,-72.28971584"
u46,2013-04-03 18:01:42,ECON36,2.0,1.0,3.0,"43.70509059,-72.29282176"
u46,2013-04-01 20:19:56,CS65,1.0,3.0,5.0,"43.7044068,-72.28971584"
u46,2013-04-03 19:47:13,CS65,2.0,2.0,6.0,"43.70509059,-72.29282176"
u46,2013-04-05 22:01:28,CS50,2.0,3.0,3.0,"43.70600821,-72.28803551"
u46,2013-04-05 18:47:47,CS65,2.0,3.0,1.0,"43.70744948,-72.28545819"
u46,2013-04-05 18:47:28,ECON36,2.0,1.0,1.0,"43.70744948,-72.28545819"
u46,2013-04-09 00:01:28,CS65,1.0,3.0,4.0,"43.7038898,-72.287724"
u46,2013-04-09 00:01:28,ECON37,2.0,2.0,4.0,"43.7038898,-72.287724"
u46,2013-04-12 20:26:37,CS65,2.0,4.0,2.0,"43.70450188,-72.2971835"
u46,2013-04-12 20:26:51,ECON36,2.0,3.0,3.0,"43.70450188,-72.2971835"
u46,2013-04-18 00:01:30,CS50,2.0,4.0,12.0,"43.70586884,-72.28784833"
u47,2013-03-31 05:10:33,cs165,2.0,1.0,4.0,"43.68074778467417,-72.32198006473482"
u47,2013-04-16 00:17:14,cs65,1.0,3.0,6.0,"43.7075920868665,-72.28532021865249"
u47,2013-04-12 03:23:13,cs65,2.0,1.0,4.0,"43.68139323312789,-72.32200630009174"
u47,2013-04-14 00:01:58,cs65,2.0,1.0,10.0,"43.681445620022714,-72.32166423462331"
u49,2013-03-29 00:23:18,CS65,2.0,3.0,1.0,"43.70660906218045,-72.28850320131149"
u49,2013-03-28 22:49:24,LAT3,2.0,3.0,5.0,"43.70660906218045,-72.28850320131149"
u49,2013-03-29 22:03:14,MATH13,1.0,2.0,6.0,"43.70293765941701,-72.29087519854266"
u49,2013-03-29 22:02:41,LAT3,1.0,3.0,3.0,"43.70280622511184,-72.29096898523272"
u49,2013-03-29 22:01:58,CS65,2.0,2.0,1.0,"43.70283528839602,-72.29096080666464"
u49,2013-04-02 01:19:14,LAT3,1.0,2.0,5.0,"43.70705260374322,-72.2906467517123"
u49,2013-04-02 18:53:55,LAT3,2.0,3.0,5.0,"43.70338315129848,-72.2868059778217"
u49,2013-04-03 22:09:23,LAT3,2.0,3.0,1.0,"43.703158651028865,-72.2870008394822"
u49,2013-04-03 22:10:16,MATH13,1.0,2.0,5.0,"43.703158651028865,-72.2870008394822"
u49,2013-04-04 02:06:08,CS65,2.0,3.0,2.0,"43.707160898813775,-72.29070505330372"
u49,2013-04-04 22:03:06,CS65,2.0,2.0,6.0,"43.70713543339236,-72.29082214369375"
u49,2013-04-04 22:02:42,LAT3,1.0,3.0,5.0,"43.70719136531615,-72.29074030026922"
u49,2013-04-05 22:00:32,LAT3,1.0,2.0,3.0,"43.70725334083059,-72.29087305855974"
u49,2013-04-05 22:01:08,MATH13,1.0,2.0,4.0,"43.70710791156842,-72.29068312334456"
u49,2013-04-05 22:00:51,CS65,2.0,2.0,5.0,"43.70712420776659,-72.2906110276771"
u49,2013-04-09 08:10:11,LAT3,1.0,3.0,4.0,"43.70722381420843,-72.29064740417755"
u49,2013-04-09 08:11:24,CS65,1.0,3.0,2.0,"43.70726286397128,-72.29063822859308"
u49,2013-04-09 08:10:37,MATH13,1.0,2.0,6.0,"43.7074620579643,-72.29076688528187"
u49,2013-04-13 06:01:53,MATH13,1.0,3.0,6.0,Unknown
u49,2013-04-09 18:02:03,LAT3,1.0,3.0,2.0,"43.70714428609825,-72.29067048599494"
u49,2013-04-18 19:54:40,LAT3,1.0,3.0,2.0,"43.707213470222484,-72.28713826226519"
u49,2013-04-11 06:22:48,CS65,2.0,3.0,7.0,"43.70715385770251,-72.29076242667945"
u49,2013-04-11 06:21:21,LAT3,1.0,3.0,2.0,"43.70706705124463,-72.29070750176079"
u49,2013-04-11 06:23:31,MATH13,1.0,2.0,4.0,"43.70723751657178,-72.29072506094067"
u49,2013-04-16 17:58:51,LAT3,2.0,3.0,1.0,"43.70704576843117,-72.2907161716925"
u49,2013-04-12 06:01:43,LAT3,1.0,1.0,5.0,"43.707113189278324,-72.29073405134399"
