uid,exercise,have,resp_time,schedule,walk,location
u44,1.0,2,2013-04-25 02:49:56,2,3.0,"43.69935873,-72.28135033"
u44,1.0,2,2013-04-26 03:09:42,2,3.0,"43.6920329,-72.26703169"
u44,1.0,2,2013-04-27 05:08:14,2,3.0,"43.69223254,-72.26690047"
u44,1.0,2,2013-04-28 00:25:25,2,2.0,Unknown
u44,1.0,2,2013-04-29 02:54:59,2,2.0,"43.69149444,-72.26930575"
u44,1.0,2,2013-05-01 02:36:05,2,2.0,"43.69226652,-72.2670805"
u44,1.0,2,2013-05-02 02:47:10,2,2.0,"43.69226178,-72.26680454"
u44,1.0,2,2013-05-04 03:30:47,2,2.0,"43.70976741,-72.28416244"
u44,1.0,2,2013-05-09 06:08:56,2,2.0,"43.69230186,-72.26682816"
u44,1.0,2,2013-05-08 04:24:57,2,2.0,"43.70672846,-72.28635162"
u44,1.0,2,2013-05-06 01:04:53,2,2.0,"43.70697752,-72.28728895"
u44,3.0,1,2013-05-10 04:47:17,2,2.0,"43.69233024,-72.26686976"
u44,1.0,2,2013-05-16 04:29:13,2,2.0,"43.6922921,-72.26685465"
u44,1.0,2,2013-05-12 04:30:34,2,2.0,Unknown
u44,1.0,2,2013-05-17 05:56:37,2,2.0,"43.69430156,-72.26583813"
u44,1.0,2,2013-05-15 01:00:49,2,2.0,"43.69175278,-72.26719117"
u44,1.0,2,2013-05-19 01:47:49,2,2.0,"43.692126,-72.26679446"
u44,1.0,2,2013-05-21 05:10:21,2,2.0,"43.69227685,-72.26694425"
u44,1.0,2,2013-05-22 04:58:46,2,2.0,"43.69245721,-72.26707397"
u44,1.0,2,2013-05-24 17:20:59,2,2.0,"43.69222786,-72.26719913"
u44,1.0,2,2013-05-31 21:15:47,2,2.0,"43.69232465,-72.26672118"
u45,1.0,2,2013-04-02 10:42:52,1,2.0,
u45,1.0,2,2013-04-04 02:30:57,2,2.0,
u45,1.0,2,2013-04-05 03:06:40,1,3.0,
u45,1.0,2,2013-04-06 02:01:14,2,1.0,
u45,1.0,2,2013-04-22 04:29:45,1,1.0,"43.71778546,-72.30681569"
u45,2.0,2,2013-04-28 01:50:16,1,2.0,Unknown
u45,1.0,2,2013-05-20 22:26:32,1,2.0,"43.7008504,-72.28635463"
u46,1.0,2,2013-04-03 02:14:05,1,2.0,
u46,3.0,1,2013-04-02 04:03:37,null,3.0,
u46,1.0,2,2013-04-01 18:35:00,1,1.0,
u46,4.0,1,2013-04-04 02:20:55,null,3.0,
u46,1.0,2,2013-04-05 02:00:23,2,2.0,
u46,1.0,2,2013-04-08 00:20:37,null,2.0,
u46,1.0,2,2013-04-07 00:23:12,null,2.0,
u46,5.0,1,2013-04-09 02:49:23,null,2.0,
u46,1.0,2,2013-04-10 05:33:36,2,2.0,
u46,1.0,2,2013-04-15 16:34:25,1,2.0,
u46,1.0,2,2013-04-19 04:15:03,null,3.0,"43.70581816,-72.28762381"
u46,1.0,2,2013-04-27 01:23:26,2,3.0,"44.45491021,-73.18366108"
u46,1.0,2,2013-04-29 02:00:11,2,3.0,"43.70528998,-72.29031972"
u47,1.0,2,2013-04-02 04:31:31,2,2.0,
u47,1.0,2,2013-04-19 04:09:13,1,2.0,"43.702567806467414,-72.28883751668036"
u47,1.0,2,2013-04-21 02:04:33,1,2.0,"43.70685012079775,-72.28665403090417"
u47,1.0,2,2013-04-22 04:08:35,1,2.0,"43.70653114747256,-72.28706650435925"
u47,4.0,1,2013-04-28 03:10:14,2,2.0,"43.705234131775796,-72.28328417055309"
u47,1.0,2,2013-05-04 04:00:16,2,4.0,Unknown
u47,1.0,2,2013-05-18 04:01:14,2,3.0,Unknown
u47,1.0,null,2013-05-19 23:04:16,null,1.0,"43.68147579487413,-72.32193337753415"
u47,1.0,null,2013-05-28 20:00:07,null,1.0,"43.681430825963616,-72.32192139141262"
u49,3.0,1,2013-04-02 04:12:09,null,2.0,
u49,1.0,2,2013-04-04 02:04:41,1,2.0,
u49,1.0,2,2013-04-05 02:02:29,1,2.0,
u49,1.0,2,2013-04-06 02:08:07,2,2.0,
u49,1.0,2,2013-04-07 00:45:23,2,2.0,
u49,1.0,2,2013-04-08 00:20:04,2,2.0,
u49,1.0,2,2013-04-10 05:04:40,2,2.0,
u49,1.0,2,2013-04-17 02:00:41,2,1.0,
u49,1.0,2,2013-04-18 04:40:47,2,2.0,
u49,1.0,2,2013-04-28 00:40:21,2,1.0,"43.70731189456981,-72.29060578337602"
u49,3.0,1,2013-04-30 03:40:52,2,2.0,"43.70236269565432,-72.28341078913253"
u49,1.0,2,2013-04-29 02:27:54,2,1.0,Unknown
u49,1.0,2,2013-05-07 06:03:16,2,1.0,"43.705985547631826,-72.2890841770398"
u49,4.0,1,2013-05-10 07:57:14,2,1.0,"43.707106592105006,-72.29073445234907"
u49,1.0,2,2013-05-05 04:23:44,2,1.0,"43.70311076889067,-72.29034101735787"
u49,1.0,2,2013-05-08 02:02:16,2,1.0,"43.70663268030553,-72.29093938341686"
u49,1.0,2,2013-05-15 04:01:53,1,1.0,"43.7059528775494,-72.28796572137354"
u49,2.0,1,2013-05-04 05:14:53,2,1.0,"43.707193056579484,-72.29060547563812"
u49,1.0,2,2013-05-13 02:53:32,2,1.0,"43.63363720299468,-72.21116594197632"
u49,1.0,2,2013-05-18 22:24:22,2,1.0,"43.707252284293055,-72.29079785832832"
u49,1.0,2,2013-05-18 06:33:54,2,1.0,"43.7071803391446,-72.29073719551904"
u49,4.0,1,2013-05-21 03:30:40,2,1.0,"43.70711113605721,-72.2909021265177"
u49,3.0,1,2013-05-24 06:28:41,2,1.0,"43.70714202777838,-72.29071285135586"
u49,1.0,2,2013-05-25 22:37:50,2,1.0,"43.706969888401865,-72.29062563084044"
u49,1.0,2,2013-05-30 20:03:13,2,1.0,"43.70722963681916,-72.29095809155727"
u50,2.0,2,2013-04-04 03:40:07,2,2.0,
u50,2.0,2,2013-04-05 02:56:57,2,2.0,
u50,2.0,1,2013-04-07 02:01:49,1,2.0,
u50,2.0,2,2013-04-10 05:13:13,2,2.0,
u50,2.0,2,2013-05-15 05:12:25,2,2.0,"43.7066062,-72.28694131"
u51,3.0,2,2013-04-03 05:02:11,1,3.0,
u51,3.0,2,2013-04-02 04:00:36,1,3.0,
u51,3.0,2,2013-04-06 03:17:18,2,1.0,
u51,3.0,2,2013-04-05 02:57:01,2,1.0,
u51,3.0,2,2013-04-08 00:46:02,2,3.0,
u51,3.0,2,2013-04-10 05:16:05,1,3.0,
u51,3.0,2,2013-04-17 03:05:27,2,3.0,
u51,3.0,2,2013-04-19 04:00:28,1,3.0,"43.70629349,-72.2869845"
u51,3.0,2,2013-04-21 02:08:46,2,3.0,"43.70835688,-72.28276783"
u51,3.0,2,2013-04-24 17:26:12,1,3.0,"43.69653151,-72.28429978"
u51,3.0,2,2013-05-15 05:00:47,1,3.0,"43.70664139,-72.28665635"
u51,1.0,2,2013-05-08 01:18:57,2,1.0,Unknown
u51,3.0,2,2013-05-04 05:31:54,2,1.0,"43.64675373,-72.30988564"
u51,1.0,2,2013-05-05 23:55:37,2,1.0,"42.03807185,-72.61743268"
u51,1.0,2,2013-05-17 05:11:17,2,1.0,"43.70526533,-72.29056337"
u51,1.0,2,2013-05-18 23:58:27,2,1.0,"43.70640288,-72.28703686"
u51,1.0,2,2013-05-18 23:58:40,2,1.0,"43.70640288,-72.28703686"
u51,1.0,2,2013-05-27 20:00:11,2,1.0,"43.69813972,-72.28405345"
u51,1.0,2,2013-05-26 23:12:37,2,1.0,"44.8133656,-71.88147691"
u51,1.0,2,2013-05-26 23:12:35,2,1.0,"43.6285899,-72.32269504"
u51,1.0,2,2013-05-31 20:08:14,2,1.0,"43.70419424,-72.28832947"
u52,1.0,2,2013-04-03 02:27:46,2,3.0,
u52,1.0,2,2013-04-04 02:38:11,2,1.0,
u52,1.0,2,2013-04-06 18:55:52,2,1.0,
u52,1.0,2,2013-04-06 03:10:50,2,1.0,
u52,1.0,2,2013-04-05 15:02:37,2,1.0,
u52,1.0,2,2013-04-07 00:48:55,2,2.0,
u52,1.0,2,2013-04-08 00:47:33,2,2.0,
u52,1.0,2,2013-04-17 03:54:17,2,3.0,
u52,1.0,2,2013-04-18 02:49:51,2,2.0,
u52,1.0,2,2013-04-28 00:31:11,2,1.0,"43.704733966666666,-72.28868481666666"
u53,3.0,1,2013-04-02 08:35:24,null,2.0,
u53,1.0,2,2013-04-03 02:00:20,1,1.0,
u53,1.0,2,2013-04-04 02:18:39,1,2.0,
u53,1.0,2,2013-04-05 02:21:21,2,1.0,
u53,1.0,2,2013-04-06 03:05:07,2,1.0,
u53,1.0,2,2013-04-06 03:05:06,1,4.0,
u53,1.0,2,2013-04-07 03:56:44,2,1.0,
u53,1.0,2,2013-04-08 17:19:12,2,1.0,
u53,1.0,2,2013-04-13 22:54:41,2,1.0,
u53,1.0,2,2013-04-18 02:18:47,2,1.0,
u53,2.0,1,2013-04-19 06:56:56,null,2.0,"43.70258733,-72.28374163"
u53,1.0,2,2013-04-19 05:19:21,2,2.0,"43.70552167,-72.2830477"
u53,2.0,1,2013-04-28 08:07:40,2,3.0,"43.70603783,-72.28336171"
u53,1.0,2,2013-04-24 10:12:51,2,2.0,"43.70542597,-72.28318778"
u53,1.0,2,2013-04-29 01:42:57,2,2.0,"43.70545297,-72.28328993"
u53,1.0,2,2013-05-05 04:19:50,2,2.0,"43.70537434,-72.28318822"
u53,1.0,2,2013-05-07 00:34:38,2,3.0,"43.70751488,-72.28536136"
u53,1.0,2,2013-05-17 04:48:37,2,1.0,"43.70558555,-72.28313672"
u53,1.0,2,2013-05-16 04:06:32,2,2.0,"43.70542822,-72.28305246"
u53,1.0,2,2013-05-29 21:13:28,2,2.0,"43.70565067,-72.28319189"
u53,1.0,2,2013-05-28 20:47:00,2,2.0,"43.70533454,-72.28299423"
u54,5.0,1,2013-04-07 21:04:58,2,5.0,
u54,1.0,2,2013-04-30 02:35:35,2,2.0,"43.70579093,-72.2916513"
u56,2.0,1,2013-04-08 00:41:30,2,1.0,
u56,1.0,2,2013-04-17 02:17:39,1,2.0,
u56,1.0,2,2013-04-24 06:10:16,1,3.0,"43.71655956,-72.30945355"
u57,5.0,1,2013-04-02 04:00:44,null,4.0,
u57,4.0,1,2013-04-03 03:10:02,null,3.0,
u57,4.0,1,2013-04-04 03:10:32,null,4.0,
u57,4.0,1,2013-04-05 02:17:47,null,4.0,
u57,5.0,1,2013-04-08 00:03:19,null,2.0,
u57,1.0,2,2013-04-06 02:08:04,1,3.0,
u57,5.0,1,2013-04-07 00:07:52,null,2.0,
u57,1.0,2,2013-04-10 05:01:07,2,3.0,
u57,4.0,1,2013-04-12 05:02:17,2,3.0,
u57,3.0,1,2013-04-13 06:03:03,2,3.0,
u57,4.0,1,2013-04-16 04:07:48,null,4.0,
u57,1.0,2,2013-04-17 03:51:43,1,3.0,
u57,4.0,1,2013-04-19 04:00:50,null,3.0,"43.70699504,-72.28855071"
u57,1.0,2,2013-04-21 02:00:35,1,2.0,"43.81237747,-72.18886948"
u57,1.0,2,2013-04-22 05:08:04,1,2.0,"43.70635188,-72.2869814"
u57,1.0,2,2013-04-24 06:00:20,1,3.0,"43.70710105,-72.28877711"
u57,1.0,2,2013-04-27 00:07:51,1,3.0,"43.70712028,-72.28906509"
u57,2.0,1,2013-04-28 00:02:36,2,3.0,"43.70616713,-72.28704858"
u57,1.0,2,2013-04-29 02:04:11,1,2.0,"43.70378547,-72.29036229"
u57,4.0,1,2013-04-30 04:04:15,null,4.0,"43.70278597,-72.29093312"
u57,4.0,1,2013-05-07 00:03:24,2,3.0,"43.70718012,-72.28882735"
u57,1.0,2,2013-05-08 00:07:45,2,3.0,"43.70646031,-72.2900943"
u57,1.0,2,2013-05-05 04:07:31,2,3.0,"43.70255288,-72.28983647"
u57,1.0,2,2013-05-04 04:10:20,1,3.0,"43.70644383,-72.28693503"
u57,1.0,2,2013-05-17 04:08:26,1,4.0,"43.70316512,-72.29094043"
u57,1.0,2,2013-05-15 04:06:18,1,3.0,"43.70202283,-72.28836255"
u57,3.0,1,2013-05-18 04:00:25,2,3.0,"43.70704942,-72.28856556"
u57,1.0,2,2013-05-30 20:00:22,1,2.0,"43.70699711,-72.28881796"
u57,1.0,2,2013-05-25 20:25:31,2,3.0,"43.70653778,-72.28714271"
u57,1.0,2,2013-05-28 20:34:47,2,2.0,"43.70625996,-72.28688972"
u57,4.0,1,2013-06-03 23:03:56,null,3.0,"43.70487483,-72.28075722"
u57,3.0,1,2013-06-02 23:02:28,2,3.0,"43.66400198,-72.30431921"
u58,4.0,1,2013-04-02 04:00:30,null,1.0,
u58,4.0,1,2013-04-05 02:39:15,null,3.0,
u58,3.0,2,2013-04-08 01:46:25,1,2.0,
u58,5.0,1,2013-04-10 05:02:30,2,3.0,
u58,5.0,1,2013-04-17 02:04:22,null,3.0,
u58,1.0,2,2013-04-18 02:43:00,2,3.0,
u58,1.0,2,2013-04-19 05:52:35,1,3.0,"43.70613747,-72.28341241"
u58,5.0,1,2013-04-21 04:34:12,null,5.0,"43.7061514,-72.28332667"
u58,1.0,2,2013-04-22 01:53:03,1,2.0,"43.70626921,-72.28337803"
u58,1.0,2,2013-04-22 04:15:59,1,2.0,"43.70625615,-72.28323149"
u58,5.0,1,2013-04-24 07:51:33,null,5.0,"43.7062471,-72.28322079"
u58,5.0,1,2013-04-23 06:04:37,null,5.0,"43.70623236,-72.2830828"
u58,5.0,1,2013-04-24 05:00:39,null,5.0,"43.7061263,-72.28350977"
u58,3.0,1,2013-04-28 02:11:01,2,2.0,"43.70611602,-72.28317591"
u58,1.0,2,2013-05-13 03:45:20,2,3.0,"43.70647378,-72.28294033"
u58,5.0,1,2013-05-05 05:05:28,null,5.0,"43.70603328,-72.28336464"
u58,3.0,1,2013-05-07 00:14:22,null,2.0,"43.70601095,-72.28337169"
u58,1.0,2,2013-05-11 02:01:20,1,2.0,"43.70613712,-72.28339552"
u58,3.0,1,2013-05-04 04:14:26,null,3.0,"43.70610769,-72.28320694"
u58,1.0,2,2013-05-17 04:19:57,2,4.0,"43.70614076,-72.28333241"
u58,1.0,2,2013-05-16 05:22:13,2,2.0,Unknown
u58,4.0,1,2013-05-18 05:41:20,null,2.0,"43.70579923,-72.28339861"
u58,1.0,2,2013-05-19 22:15:56,null,1.0,"43.7061924,-72.28343594"
u58,1.0,2,2013-05-28 22:13:56,1,4.0,"43.70616098,-72.28301592"
u58,1.0,2,2013-05-28 07:45:25,1,4.0,"43.70616772,-72.28339555"
u58,1.0,2,2013-05-29 20:12:29,2,3.0,"43.70618821,-72.28324607"
u58,1.0,2,2013-05-30 20:02:46,2,1.0,"43.7079224,-72.28383182"
u58,1.0,2,2013-05-31 20:23:36,2,1.0,"43.70630987,-72.28340771"
u58,1.0,2,2013-06-02 21:04:02,2,1.0,"43.70627673,-72.28355468"
u58,1.0,2,2013-06-01 20:26:41,2,4.0,"43.7064518,-72.28345807"
u59,4.0,1,2013-04-02 06:53:49,1,2.0,
u59,1.0,2,2013-04-02 04:34:01,1,3.0,
u59,1.0,2,2013-04-03 03:57:15,1,4.0,
u59,1.0,2,2013-04-04 02:28:26,1,3.0,
u59,1.0,2,2013-04-04 09:56:37,1,4.0,
u59,1.0,2,2013-04-05 02:04:36,1,3.0,
u59,1.0,2,2013-04-07 00:13:23,1,3.0,
u59,1.0,2,2013-04-07 08:07:23,1,4.0,
u59,1.0,2,2013-04-06 02:01:33,1,3.0,
u59,1.0,2,2013-04-08 00:01:09,1,3.0,
u59,1.0,2,2013-04-08 06:01:26,1,3.0,
u59,1.0,2,2013-04-09 08:09:37,1,3.0,
u59,1.0,2,2013-04-10 05:05:21,1,1.0,
u59,1.0,2,2013-04-12 03:55:07,2,3.0,
u59,1.0,2,2013-04-14 00:09:36,1,2.0,
u59,1.0,2,2013-04-14 20:05:55,2,3.0,
u59,1.0,2,2013-04-17 02:14:41,1,3.0,
u59,1.0,2,2013-04-18 02:00:27,1,3.0,
u59,1.0,2,2013-04-19 16:01:02,1,4.0,"43.70400148909539,-72.28680146858096"
u59,1.0,2,2013-04-21 09:44:05,2,4.0,"43.70409922208637,-72.28208472020924"
u59,1.0,2,2013-04-22 04:00:41,1,3.0,"43.70345394127071,-72.29087851010263"
u59,1.0,2,2013-04-24 02:28:51,1,3.0,Unknown
u59,1.0,2,2013-04-24 06:05:06,1,3.0,"43.702806774526834,-72.29073786176741"
u59,1.0,2,2013-04-26 04:38:07,1,3.0,"43.705345443449914,-72.29143733158708"
u59,1.0,2,2013-04-28 00:03:33,1,2.0,Unknown
u59,1.0,2,2013-04-27 00:21:03,1,3.0,"43.70476709213108,-72.2879319358617"
u59,1.0,2,2013-04-29 08:16:11,1,4.0,"43.706689733080566,-72.28658253327012"
u59,1.0,2,2013-05-04 04:01:23,1,3.0,"43.70586520526558,-72.29101865552366"
u59,1.0,2,2013-05-15 06:05:06,1,4.0,Unknown
u59,1.0,2,2013-05-20 20:48:15,1,3.0,"43.70559212286025,-72.29091203771532"
u59,1.0,2,2013-05-22 05:39:29,2,3.0,"43.70286435820162,-72.28974292986095"
u59,1.0,2,2013-05-25 20:37:32,2,,
u59,1.0,2,2013-05-28 20:06:39,1,3.0,"43.70560381561518,-72.29110607877374"
u59,1.0,2,2013-05-29 20:08:19,1,2.0,Unknown
u59,1.0,2,2013-06-02 21:30:16,1,3.0,"29.902878901921213,-90.02735710702837"
u59,3.0,1,2013-06-06 10:22:06,null,2.0,"29.90286414977163,-90.02727756276727"
