uid,resp_time,location,number
u19,2013-04-18 06:00:50,"43.69378323,-72.29014069",4.0
u19,2013-04-19 06:04:49,"43.70734975,-72.28629956",4.0
u19,2013-04-21 06:28:55,"43.7067391,-72.28556913",5.0
u19,2013-04-22 07:00:34,"43.7067805,-72.28550931",5.0
u19,2013-04-23 06:00:53,"43.70676468,-72.28542565",4.0
u19,2013-04-26 07:15:58,"43.70445438,-72.28941379",5.0
u19,2013-05-01 09:28:10,"43.70101204,-72.28677708",3.0
u19,2013-05-03 07:04:45,"43.7071838,-72.28865575",3.0
u19,2013-05-12 08:58:24,"43.70701211,-72.28611727",5.0
u19,2013-05-10 20:32:24,"43.70680418,-72.28601166",3.0
u19,2013-05-06 07:29:57,"43.70706627,-72.28596306",5.0
u19,2013-05-10 07:01:28,"43.70300642,-72.28981807",2.0
u19,2013-05-05 07:42:43,"43.70691192,-72.28587513",3.0
u19,2013-05-11 06:28:07,"43.70702534,-72.28577028",4.0
u19,2013-05-14 08:14:04,"43.70650157,-72.28532126",3.0
u19,2013-05-17 07:25:53,"43.70714135,-72.28594665",4.0
u19,2013-05-21 09:12:26,"43.70712264,-72.28701115",3.0
u19,2013-05-22 08:10:48,"43.7040776,-72.29042456",4.0
u19,2013-05-24 06:34:18,"43.70722775,-72.28725812",3.0
u19,2013-05-25 08:22:04,"43.70744109,-72.28667853",3.0
u19,2013-05-26 09:52:47,"43.70709334,-72.28524117",3.0
u19,2013-05-31 07:12:49,"43.70696465,-72.28583899",6.0
u20,2013-04-03 07:55:30,"43.70432872,-72.28591216",2.0
u20,2013-03-27 23:02:28,Unknown,3.0
u20,2013-03-29 06:00:25,Unknown,3.0
u20,2013-03-29 05:55:31,Unknown,3.0
u20,2013-04-04 19:04:41,"43.70552246,-72.28315169",3.0
u20,2013-04-08 06:22:57,"43.7053909,-72.2831404",1.0
u20,2013-04-11 21:04:46,"43.70644022,-72.28264149",2.0
u22,2013-04-02 18:22:16,"43.70407922,-72.29020632",2.0
u22,2013-03-30 00:21:24,"43.7086476,-72.28468996",3.0
u22,2013-03-30 04:41:20,"43.70424862,-72.29040642",3.0
u22,2013-04-04 04:21:51,"43.70594306,-72.28855419",1.0
u22,2013-04-04 01:14:49,"43.70594306,-72.28855419",3.0
u22,2013-03-27 07:35:32,"43.70665178,-72.28678516",2.0
u22,2013-03-28 07:20:21,"43.70256935,-72.28790785",3.0
u22,2013-03-28 03:06:40,"43.70286901,-72.28809997",2.0
u22,2013-03-29 01:29:01,"43.70399272,-72.29051569",3.0
u22,2013-03-29 06:57:59,"43.70399272,-72.29051569",3.0
u22,2013-03-29 19:04:15,"43.70414927,-72.29076226",3.0
u22,2013-03-31 10:15:22,"43.70411722,-72.29047127",3.0
u22,2013-04-01 08:45:51,"43.70397877,-72.29023959",1.0
u22,2013-04-03 04:35:13,"43.70419679,-72.29044657",2.0
u22,2013-04-06 20:00:13,"43.70405335,-72.29024681",3.0
u22,2013-04-07 06:29:28,"43.70434883,-72.29055101",3.0
u22,2013-04-05 04:34:37,"43.70426694,-72.29029645",1.0
u22,2013-04-08 06:22:26,"43.70295171,-72.28573905",3.0
u22,2013-04-16 07:00:26,"43.70389866,-72.29006061",3.0
u22,2013-04-09 23:56:58,"43.70418536,-72.29015097",2.0
u22,2013-04-11 20:24:16,"43.70464858,-72.29198064",3.0
u22,2013-04-11 07:54:19,"43.70412073,-72.29025745",3.0
u22,2013-04-13 20:06:22,"43.70323331,-72.29018729",3.0
u22,2013-04-14 21:44:08,"43.70408869,-72.29048838",4.0
u22,2013-04-19 08:04:03,"43.70426635,-72.29067159",3.0
u22,2013-04-21 06:20:57,"43.70424172,-72.29101498",3.0
u22,2013-04-22 06:00:03,"43.70418092,-72.29045018",1.0
u22,2013-05-09 08:36:23,"43.70433388,-72.29020625",1.0
u22,2013-05-12 08:11:33,"43.70412851,-72.29030418",2.0
u23,2013-03-30 17:15:28,"43.70543514,-72.2831621",1.0
u23,2013-04-01 02:39:32,"43.70560877,-72.2829117",1.0
u23,2013-04-03 17:35:15,"43.70553167,-72.28322691",2.0
u23,2013-03-27 23:51:47,"43.70561004,-72.28332987",1.0
u23,2013-03-28 18:22:15,"43.70545859,-72.28327112",2.0
u23,2013-03-29 06:00:12,"43.70542162,-72.28306587",1.0
u23,2013-03-29 17:21:09,"43.70562674,-72.28323386",1.0
u23,2013-04-04 04:46:49,"43.70510657,-72.28314592",1.0
u23,2013-03-30 00:29:59,"43.70697315,-72.28677802",1.0
u23,2013-03-31 06:35:16,"43.70543416,-72.28315549",1.0
u23,2013-03-30 06:04:07,"43.70552841,-72.28316626",1.0
u23,2013-03-31 17:12:16,"43.70546909,-72.28312334",1.0
u23,2013-04-01 06:00:13,"43.70560877,-72.2829117",1.0
u23,2013-04-03 00:43:47,"43.70543892,-72.28338924",2.0
u23,2013-04-03 04:07:01,"43.70584231,-72.28305972",1.0
u23,2013-04-07 04:16:03,"43.70563195,-72.28339769",1.0
u23,2013-04-05 04:50:08,"43.70538733,-72.28323434",1.0
u23,2013-04-06 01:10:46,"43.70565145,-72.28330752",1.0
u23,2013-04-08 02:53:53,"43.70539334,-72.28311345",2.0
u23,2013-04-08 06:02:22,"43.70553735,-72.28329059",1.0
u23,2013-04-10 02:36:07,"43.7056173,-72.2833203",1.0
u23,2013-04-10 20:31:23,"43.7056173,-72.2833203",1.0
u23,2013-04-11 20:02:31,"43.70528667,-72.28338562",1.0
u23,2013-04-12 20:01:27,"43.7054476,-72.28326768",1.0
u23,2013-04-13 20:54:50,"43.70260706,-72.28790197",1.0
u23,2013-04-14 19:59:57,"43.7050473,-72.28277244",1.0
u23,2013-04-17 06:13:22,"43.70524941,-72.28302207",1.0
u23,2013-04-18 07:50:07,"43.70543897,-72.28317522",1.0
u23,2013-04-19 06:00:16,"43.70536425,-72.28308904",1.0
u23,2013-04-22 06:01:20,"43.70531979,-72.28326262",1.0
u23,2013-04-23 05:59:57,"43.70542313,-72.28315593",1.0
u23,2013-04-28 06:18:07,"43.70551445,-72.28307203",1.0
u24,2013-03-31 06:42:18,"43.70524858,-72.29046327",4.0
u24,2013-03-29 06:52:53,"43.67055143,-72.31802098",4.0
u24,2013-03-29 09:12:25,"43.70633345,-72.29084334",4.0
u24,2013-03-28 01:07:50,"43.70590151,-72.29089607",4.0
u24,2013-03-29 18:00:57,"43.70633345,-72.29084334",3.0
u24,2013-03-30 19:31:59,"43.70617004,-72.29083553",4.0
u24,2013-03-31 10:56:06,"43.70524858,-72.29046327",6.0
u24,2013-03-30 09:39:22,"43.70588361,-72.29057766",3.0
u24,2013-04-02 21:12:13,"43.70677201,-72.29138349",3.0
u24,2013-04-01 08:47:21,"43.70631987,-72.29102945",5.0
u24,2013-04-02 01:30:52,"43.70550136,-72.29129217",3.0
u24,2013-04-03 21:35:17,"43.70609599,-72.28861366",4.0
u24,2013-04-04 19:40:47,"43.70613594,-72.29081044",5.0
u24,2013-04-04 04:48:38,"43.70609599,-72.28861366",4.0
u24,2013-04-06 20:02:40,"43.70620136,-72.29091932",5.0
u24,2013-04-05 04:20:02,"43.70659181,-72.2906454",4.0
u24,2013-04-07 09:40:05,"43.70379372,-72.29020154",4.0
u24,2013-04-08 08:37:08,"43.70628881,-72.29056354",4.0
u24,2013-04-12 20:52:25,"43.706227,-72.29104106",4.0
u24,2013-04-12 08:14:31,Unknown,4.0
u24,2013-04-14 20:35:39,"43.70617355,-72.29100552",4.0
u24,2013-04-11 20:02:28,"43.70595458,-72.2905622",4.0
u24,2013-04-13 20:58:34,"43.70619094,-72.29054811",5.0
u24,2013-04-18 02:01:48,Unknown,4.0
u24,2013-04-19 08:27:07,"43.7062649,-72.29090775",4.0
u25,2013-03-29 05:44:08,"43.70909673,-72.28432992",4.0
u25,2013-03-29 06:35:18,"43.70909673,-72.28432992",4.0
u25,2013-04-01 05:27:54,"43.44153531,-72.06255875",5.0
u25,2013-03-30 07:05:24,"43.70076509,-72.2869313",3.0
u25,2013-04-01 04:11:23,"42.00881745,-71.3042994",3.0
u25,2013-04-03 05:20:03,"43.70433167,-72.28846521",3.0
u25,2013-04-04 05:40:27,"43.70115034,-72.2859029",3.0
u25,2013-04-05 18:55:58,Unknown,4.0
u25,2013-04-08 05:52:47,Unknown,2.0
u25,2013-04-08 05:53:07,Unknown,2.0
u25,2013-04-11 20:01:34,Unknown,3.0
u25,2013-04-16 07:04:36,"43.70609873,-72.28690685",2.0
u25,2013-04-18 07:04:25,"43.7004869,-72.28717433",3.0
u25,2013-04-21 07:11:15,Unknown,2.0
u27,2013-03-29 06:59:28,"43.70274374,-72.28756665",3.0
u27,2013-03-28 20:37:19,"43.70655446,-72.28713909",1.0
u27,2013-03-29 19:03:42,"43.70754161,-72.28527106",2.0
u27,2013-03-31 09:20:05,"43.70245107,-72.28768138",3.0
u27,2013-04-01 09:32:38,"43.70389316,-72.28575202",1.0
u27,2013-04-03 04:00:23,"43.70388196,-72.28583882",3.0
u27,2013-04-08 06:04:23,"43.70405156,-72.28599069",1.0
u27,2013-04-15 10:19:59,Unknown,2.0
u27,2013-04-16 06:20:17,"43.70415002,-72.2857329",2.0
u27,2013-04-17 09:18:13,"43.70400104,-72.28585139",3.0
u27,2013-04-18 07:40:41,"43.70424431,-72.28559775",3.0
u27,2013-04-19 06:30:23,"43.70375531,-72.28604079",2.0
u27,2013-04-21 07:06:21,"43.70378808,-72.28567117",2.0
u27,2013-04-28 06:00:17,"43.70552478,-72.28974476",2.0
u27,2013-05-03 09:56:10,"43.70456912,-72.28710171",3.0
u27,2013-06-01 03:02:26,"43.70375608,-72.28703624",1.0
u30,2013-03-31 08:47:45,"42.94097068,-72.52796872",5.0
u30,2013-03-29 06:30:31,"43.70440077,-72.28257231",4.0
u30,2013-03-29 23:35:18,"43.70240618,-72.28732915",4.0
u30,2013-03-31 19:21:05,"42.94097068,-72.52796872",3.0
u30,2013-04-06 22:01:57,"43.70294473,-72.28772261",5.0
u30,2013-04-06 22:01:55,"43.70294473,-72.28772261",4.0
u30,2013-04-08 20:11:09,Unknown,2.0
u30,2013-04-16 06:02:22,"43.70432058,-72.28833341",3.0
u30,2013-04-13 21:39:19,"43.69971813,-72.29088714",5.0
u30,2013-04-11 20:04:02,"43.70279814,-72.28714674",5.0
u30,2013-04-14 20:51:05,"40.7742808,-73.96073797",2.0
u30,2013-04-18 07:53:50,"43.70237328,-72.28670467",4.0
u30,2013-04-19 16:55:33,"43.70254488,-72.28677668",3.0
u30,2013-04-20 22:09:21,"41.23064284,-73.0728831",4.0
u30,2013-04-22 07:48:51,"41.23064284,-73.0728831",2.0
u30,2013-04-21 06:03:14,"41.23064284,-73.0728831",4.0
u30,2013-04-25 04:01:59,"41.23064284,-73.0728831",5.0
u31,2013-03-29 06:06:16,"43.62582222,-72.32170345",3.0
u31,2013-03-28 01:45:43,"43.68033949,-72.29342364",1.0
u31,2013-04-01 15:04:09,"43.68058811,-72.29382608",3.0
u31,2013-04-07 06:00:45,"43.68058975,-72.29341535",2.0
u31,2013-04-08 06:02:37,"43.70251778,-72.28878459",1.0
u31,2013-04-10 20:05:40,"43.70752443,-72.28535807",1.0
u31,2013-04-12 20:12:33,"43.68182466,-72.29459983",1.0
u31,2013-04-17 06:04:00,"43.70683607,-72.28698903",1.0
u31,2013-04-18 06:15:12,"43.68306447,-72.29439954",1.0
u32,2013-03-30 09:48:16,Unknown,5.0
u32,2013-03-31 07:05:45,"43.64827459,-72.24550815",3.0
u32,2013-04-03 18:04:30,"43.70371584,-72.2909896",4.0
u32,2013-04-01 07:29:20,"42.43957501,-71.25060403",4.0
u32,2013-04-02 07:54:17,"43.70574271,-72.28946233",3.0
u32,2013-04-08 19:12:56,"43.70832897,-72.28441037",3.0
u32,2013-04-05 09:26:04,"43.70584223,-72.29075364",4.0
u32,2013-04-06 04:06:11,"43.70612576,-72.29094097",5.0
u32,2013-04-07 09:08:41,"43.70515516,-72.28939444",5.0
u32,2013-04-17 06:50:07,"43.70285908,-72.29002745",4.0
u32,2013-04-10 20:52:31,"43.70827877,-72.28438588",4.0
u32,2013-04-11 20:03:37,"43.70433336,-72.29107034",5.0
u32,2013-04-10 07:57:41,"43.70340811,-72.29061712",4.0
u32,2013-04-12 17:41:56,"43.71906267,-72.27262809",4.0
u32,2013-04-13 21:53:00,"43.71713165,-72.27145544",4.0
u32,2013-04-14 20:50:22,"43.71713165,-72.27145544",5.0
u32,2013-04-18 11:09:32,Unknown,5.0
u32,2013-04-19 09:16:49,"43.70300607,-72.29026873",4.0
u32,2013-04-22 09:17:07,"43.7031993,-72.2904444",3.0
u32,2013-05-03 07:38:24,"43.70211393,-72.28994529",5.0
u32,2013-05-06 06:00:46,"43.70425459,-72.29094939",3.0
u32,2013-05-10 18:50:28,"43.719082,-72.2724696",4.0
u32,2013-05-09 07:35:55,"43.7089232,-72.28415444",4.0
u32,2013-05-05 17:27:33,"43.70420319,-72.28854729",6.0
u32,2013-05-13 00:08:18,"43.7037874,-72.29006945",6.0
u32,2013-05-20 21:00:09,Unknown,4.0
u32,2013-05-28 19:35:22,"43.70450738,-72.29025958",4.0
u32,2013-05-27 06:29:09,"43.65273307,-72.24424084",4.0
u33,2013-03-31 07:15:00,"43.7037725,-72.29602645",4.0
u33,2013-03-30 08:41:20,"43.70377911,-72.28961632",3.0
u33,2013-03-29 06:01:20,"43.70167351,-72.28833149",4.0
u33,2013-04-01 06:02:55,"43.70581992,-72.28789232",4.0
u33,2013-04-01 18:10:48,"43.70412701,-72.29543193",5.0
u33,2013-04-03 04:12:28,"43.70375564,-72.296021",4.0
u33,2013-04-05 04:08:00,"43.70185971,-72.2876715",3.0
u33,2013-04-04 05:48:03,"43.70403059,-72.29608355",3.0
u33,2013-04-07 06:02:46,"43.70467136,-72.29424691",4.0
u33,2013-04-08 06:00:59,"43.70582114,-72.28794392",3.0
u33,2013-04-09 01:12:01,"43.70568599,-72.28783925",3.0
u33,2013-04-10 20:02:16,"43.70332015,-72.29598121",4.0
u33,2013-04-11 20:01:53,"43.70341924,-72.29629875",4.0
u33,2013-04-12 20:00:13,"43.70368617,-72.29580241",4.0
u33,2013-04-13 21:55:10,"43.70351337,-72.29604785",4.0
u33,2013-04-17 07:01:15,"43.70326794,-72.29043467",5.0
u33,2013-04-14 20:14:47,"43.70362837,-72.29609942",2.0
u33,2013-04-18 06:00:17,"43.70351032,-72.29612362",4.0
u33,2013-04-19 06:23:37,"43.70746347,-72.28509434",5.0
u33,2013-04-22 06:20:35,"43.70410502,-72.29484537",3.0
u33,2013-04-30 07:21:26,"43.70501854,-72.29249544",3.0
u33,2013-04-26 18:03:43,"43.7037887,-72.29615197",4.0
u33,2013-05-03 04:33:51,"43.701888339999996,-72.28851972",5.0
u33,2013-05-11 07:08:51,"43.70096638,-72.28858467",5.0
u33,2013-05-14 09:11:59,"43.70368448,-72.29611307",5.0
u33,2013-05-09 06:05:18,Unknown,5.0
u33,2013-05-05 06:00:07,"43.70583433,-72.28880318",4.0
u33,2013-05-10 06:10:37,Unknown,4.0
u33,2013-05-13 13:14:28,"43.70242394,-72.2919064",6.0
u33,2013-06-01 02:46:55,"43.70483061,-72.29437769",2.0
u33,2013-05-25 06:37:07,"43.70336841,-72.29649498",4.0
u33,2013-05-30 02:22:15,Unknown,3.0
u34,2013-03-29 08:31:59,"43.706922,-72.28620799",3.0
u34,2013-04-03 04:53:12,"43.70794976,-72.28483945",4.0
u34,2013-04-04 05:22:07,"43.70834285,-72.28515483",4.0
u34,2013-04-05 05:42:03,"43.7072904,-72.28579172",4.0
u34,2013-04-06 05:49:44,"43.69979349,-72.28945872",4.0
u35,2013-04-04 04:05:35,"43.64103289,-72.24899344",2.0
u35,2013-03-29 04:21:18,"43.70551161,-72.28318058",2.0
u35,2013-03-29 08:56:58,"43.70568371,-72.28335447",2.0
u35,2013-04-03 04:53:16,"43.69342141,-72.27623288",3.0
u35,2013-03-30 06:09:02,"43.70540779,-72.28341488",2.0
u35,2013-03-31 08:00:36,"43.70556869,-72.28311254",2.0
u35,2013-04-01 07:58:02,"43.70537348,-72.2834109",1.0
u35,2013-04-06 04:26:51,"43.70826852,-72.28473529",1.0
u35,2013-04-08 06:04:21,"43.53959054,-72.38995452",3.0
u35,2013-04-08 05:53:15,"43.53959054,-72.38995452",2.0
u35,2013-04-08 05:53:24,"43.53959054,-72.38995452",2.0
u35,2013-04-10 20:09:59,"43.70410839,-72.29042107",3.0
u35,2013-04-11 20:03:57,"43.7032067,-72.29080808",3.0
u35,2013-04-12 20:52:10,"43.7032067,-72.29080808",3.0
u35,2013-04-14 23:19:14,"43.7053364,-72.28315167",2.0
u35,2013-04-18 07:10:33,"43.7077701,-72.28363396",4.0
u35,2013-04-19 06:49:12,"43.7053473,-72.28304112",3.0
u35,2013-04-22 00:00:21,"43.70554288,-72.28320827",2.0
u35,2013-04-28 00:08:44,"43.70553437,-72.28348632",2.0
u35,2013-05-03 08:34:28,"43.70537226,-72.28333742",3.0
u35,2013-05-11 06:25:15,"43.70206724,-72.28924417",2.0
u35,2013-05-10 09:13:25,"43.65861498,-72.24869697",2.0
u36,2013-03-30 06:21:15,"43.7069831,-72.28711031",3.0
u36,2013-03-31 06:48:50,Unknown,2.0
u36,2013-04-01 06:02:33,Unknown,3.0
u36,2013-04-03 04:05:24,"43.65180986,-72.30990188",2.0
u36,2013-04-04 05:23:39,"43.70856017,-72.28174284",2.0
u36,2013-04-05 04:32:58,"43.70672504,-72.2870343",2.0
u36,2013-04-08 06:17:19,"43.70650173,-72.28705275",2.0
u36,2013-04-06 06:10:48,"43.70663368,-72.28708155",2.0
u36,2013-04-07 06:01:54,"43.70654951,-72.28722688",2.0
u36,2013-04-09 06:13:25,"43.70676793,-72.2870234",2.0
u36,2013-04-13 20:38:50,"43.70691067,-72.28670488",2.0
u36,2013-04-10 20:06:46,"43.70650577,-72.28713836",2.0
u36,2013-04-11 20:08:56,"43.65196548,-72.3102879",2.0
u36,2013-04-12 22:08:31,"43.70667952,-72.2873341",2.0
u36,2013-04-14 02:32:31,"43.70691067,-72.28670488",2.0
u36,2013-04-14 20:37:44,"43.70655032,-72.28707265",2.0
u36,2013-04-15 23:18:15,"43.70655534,-72.28702434",2.0
u36,2013-04-17 06:11:55,"43.7065966,-72.28746486",2.0
u36,2013-04-18 07:36:51,"43.65177507,-72.31008393",2.0
u36,2013-04-21 19:13:57,"37.94400248,-121.72342483",4.0
u36,2013-05-03 07:04:01,"43.708084649999996,-72.28344417",2.0
u36,2013-05-12 06:51:17,"43.70664892,-72.28671625",2.0
u36,2013-05-06 06:10:20,"43.6516745,-72.31006304",2.0
u36,2013-05-10 07:39:14,"43.70698351,-72.28592491",2.0
u36,2013-05-09 08:00:49,"43.70655827,-72.28689597",2.0
u36,2013-05-11 08:26:14,"43.70603522,-72.28341178",2.0
u36,2013-05-14 09:02:24,"43.65151083,-72.31049935",2.0
u36,2013-05-24 07:08:28,"43.70331517,-72.2903492",2.0
u36,2013-05-25 08:20:09,"43.70652774,-72.28696301",2.0
u36,2013-05-27 02:02:27,"43.70694171,-72.28700511",2.0
u36,2013-05-28 04:00:18,"43.70798191,-72.28389574",2.0
u36,2013-05-29 02:17:06,"43.70676478,-72.28709385",2.0
u39,2013-04-10 03:45:46,"43.70657715,-72.28645985",1.0
u39,2013-04-10 03:45:48,Unknown,1.0
u39,2013-04-10 04:24:46,Unknown,1.0
u39,2013-04-10 04:24:44,"43.70657715,-72.28645985",1.0
u39,2013-04-17 06:33:32,"43.65176968,-72.30989016",1.0
u39,2013-04-17 06:34:11,"43.65176968,-72.30989016",1.0
u39,2013-04-13 06:05:15,"43.65161386,-72.31003509",1.0
u39,2013-04-17 06:34:13,"43.65176968,-72.30989016",1.0
u39,2013-04-16 04:21:11,"43.7008617,-72.28950786",1.0
u39,2013-04-16 04:21:12,"43.7008617,-72.28950786",1.0
u39,2013-04-24 18:52:40,"43.65167079,-72.31001806",1.0
u41,2013-04-01 08:50:51,"43.70394481,-72.28581948",2.0
u41,2013-03-31 06:07:58,"43.70397289,-72.28593403",2.0
u41,2013-03-29 06:01:34,Unknown,4.0
u41,2013-04-11 20:09:26,"43.70389958,-72.28580745",3.0
u41,2013-04-13 20:12:00,"43.70393265,-72.28608222",4.0
u41,2013-04-14 21:25:54,"43.70428777,-72.28778708",4.0
u41,2013-04-28 06:00:21,"43.7053667,-72.28824005",5.0
u42,2013-04-02 12:10:05,"43.6942702,-72.27887471",2.0
u42,2013-04-02 12:10:03,"43.70755244,-72.28629937",2.0
u42,2013-04-03 04:52:40,"43.62834565,-72.3223213",3.0
u42,2013-04-04 04:14:55,"43.70714459,-72.28293882",3.0
u42,2013-04-06 04:26:50,"43.70819283,-72.28502758",3.0
u42,2013-04-19 10:52:31,"43.65846416,-72.24872049",3.0
u42,2013-04-22 06:44:46,"43.65857427,-72.24864027",3.0
u42,2013-04-23 07:19:50,"43.62825468,-72.32243547",2.0
u42,2013-05-13 19:40:26,"43.66270982,-72.25494813",1.0
u42,2013-05-13 19:40:39,"43.66270982,-72.25494813",1.0
u42,2013-05-06 08:54:21,"43.65858208,-72.24870122",3.0
u42,2013-05-05 06:01:20,"43.65863,-72.24877757",3.0
u42,2013-05-14 17:41:48,"43.66117959,-72.25346471",3.0
u42,2013-05-14 17:42:43,"43.66117959,-72.25346471",3.0
u42,2013-06-01 02:00:13,"43.70377618,-72.28228327",2.0
u43,2013-04-03 22:05:43,"43.70566059,-72.29130704",4.0
u43,2013-04-04 04:01:16,"43.70619631,-72.28823087",4.0
u43,2013-04-03 08:25:21,"43.7056535,-72.29132724",3.0
u43,2013-04-01 22:41:47,"43.70661883,-72.28760805",3.0
u43,2013-04-03 04:02:42,"43.7056535,-72.29132724",3.0
u43,2013-04-02 18:01:09,"43.70546977,-72.29153142",3.0
u43,2013-04-03 16:59:08,"43.70566059,-72.29130704",4.0
u43,2013-04-03 08:25:09,"43.7056535,-72.29132724",3.0
u43,2013-04-04 20:51:58,"43.70619631,-72.28823087",3.0
u43,2013-04-05 01:48:07,"43.70549429,-72.29181405",3.0
u43,2013-04-05 04:00:17,"43.70263734,-72.29102803",3.0
u43,2013-04-05 18:43:59,"43.70572255,-72.29124291",3.0
u43,2013-04-06 04:23:20,"43.50783677,-72.13449058",3.0
u43,2013-04-07 06:03:15,"42.36112482,-71.07113958",2.0
u43,2013-04-07 18:47:09,"42.36112482,-71.07113958",2.0
u43,2013-04-08 23:24:30,"43.70560342,-72.29137243",2.0
u43,2013-04-06 21:59:50,"43.50783677,-72.13449058",2.0
u43,2013-04-08 06:00:56,"43.70599853,-72.29087445",2.0
u43,2013-04-09 21:52:36,"43.70566653,-72.29162127",4.0
u43,2013-04-10 19:52:17,"43.70355489,-72.28875143",3.0
u43,2013-04-10 20:08:24,"43.70355489,-72.28875143",3.0
u43,2013-04-11 20:02:30,"43.70349928,-72.29089432",3.0
u43,2013-04-18 20:35:33,"43.70557117,-72.29109324",3.0
u43,2013-04-12 01:47:02,"43.70234665,-72.28813935",3.0
u43,2013-04-12 18:00:52,"43.70234665,-72.28813935",3.0
u43,2013-04-12 20:22:22,"43.70234665,-72.28813935",3.0
u43,2013-04-13 20:33:31,"43.70462998,-72.28974619",4.0
u43,2013-04-14 19:53:53,"43.70500487,-72.2905778",2.0
u43,2013-04-14 20:53:05,"43.70500487,-72.2905778",2.0
u43,2013-04-16 06:10:16,Unknown,3.0
u43,2013-04-15 21:56:49,Unknown,3.0
u43,2013-04-17 07:31:49,"43.70567734,-72.29183525",3.0
u43,2013-04-17 23:22:47,"43.70523224,-72.29210557",4.0
u43,2013-04-18 06:00:39,"43.70565768,-72.29148478",4.0
u43,2013-04-19 06:17:15,"43.70564535,-72.29122186",3.0
u43,2013-04-22 06:32:34,Unknown,3.0
u43,2013-04-22 02:18:35,"44.26783796,-69.80648763",4.0
u43,2013-04-23 06:00:19,"43.70451755,-72.28952021",3.0
u43,2013-04-28 07:36:44,"42.37524231,-71.1246049",4.0
u43,2013-05-03 17:27:11,"43.70571777,-72.29145544",4.0
u43,2013-05-09 06:24:18,"43.70569392,-72.290703",3.0
u43,2013-05-13 06:00:28,"43.70614429,-72.2869262",3.0
u43,2013-05-25 06:01:35,Unknown,4.0
u43,2013-05-29 02:31:58,"43.70553515,-72.29157025",4.0
u44,2013-04-03 02:11:03,"43.70687995,-72.28684036",2.0
u44,2013-04-02 22:14:05,"43.70687995,-72.28684036",3.0
u44,2013-04-03 04:07:49,"43.69228995,-72.26681751",2.0
u44,2013-04-04 04:44:20,"43.69220757,-72.26687248",2.0
u44,2013-04-04 16:14:24,"43.69207668,-72.26667703",2.0
u44,2013-04-05 02:21:43,"43.70647656,-72.28646693",2.0
u44,2013-04-05 04:31:10,"43.70653963,-72.28694217",2.0
u44,2013-04-07 06:42:20,"43.69252995,-72.26679213",2.0
u44,2013-04-07 01:59:50,"43.69204284,-72.26686288",2.0
u44,2013-04-08 06:06:31,"43.69245308,-72.26713397",2.0
u44,2013-04-09 07:03:49,"43.69230772,-72.26689566",2.0
u44,2013-04-10 21:42:37,"43.70905522,-72.28367829",2.0
u44,2013-04-11 17:04:13,"43.69231687,-72.26692115",2.0
u44,2013-04-13 16:49:51,"43.69215012,-72.26703486",3.0
u44,2013-04-12 21:15:10,"43.69213022,-72.27010971",2.0
u44,2013-04-11 20:59:08,"43.70752065,-72.28669805",2.0
u44,2013-04-15 08:29:07,"43.69250898,-72.26687713",1.0
u44,2013-04-16 06:53:09,"43.70711018,-72.28582147",1.0
u44,2013-04-16 16:28:40,"43.69226815,-72.26702755",2.0
u44,2013-04-17 06:09:13,"43.69206524,-72.26693223",2.0
u44,2013-04-19 16:59:20,"43.69231923,-72.26700025",2.0
u44,2013-04-20 16:33:32,"43.69222142,-72.26706862",4.0
u44,2013-04-21 08:46:20,"43.69234545,-72.26685624",2.0
u44,2013-04-29 15:12:41,"43.69198838,-72.26681867",2.0
u44,2013-04-23 06:23:22,"43.70957133,-72.28436521",2.0
u44,2013-04-22 20:17:41,"43.70957133,-72.28436521",2.0
u44,2013-04-25 00:29:33,"43.69935873,-72.28135033",2.0
u44,2013-04-23 17:43:04,"43.69227118,-72.26710539",2.0
u44,2013-04-25 16:29:44,"43.69221585,-72.26709452",2.0
